Event,Driver,Trip,Starttime,Endtime,Speedingtime
10555,56,25,597420,597630,180
10556,56,25,854240,854380,140
10557,56,26,41380,42550,1170
10558,56,26,59700,61620,1930
10559,56,26,66100,69140,2360
10560,56,26,95800,96040,220
10561,56,26,143350,143350,10
10562,56,26,145570,146090,480
10563,56,26,148670,149130,90
10564,56,26,153110,153590,410
10565,56,26,157570,160000,2140
10566,56,26,173700,174080,390
10567,56,26,175690,176790,1110
10568,56,26,184340,185050,700
10569,56,26,199820,200350,530
10570,56,26,203640,205070,1440
10571,56,26,418780,419060,280
10572,56,26,425380,425950,560
10573,56,26,477900,479730,1650
10574,56,26,484390,484970,590
10575,56,26,495140,496670,1540
10576,56,26,618650,620770,2130
10577,56,26,671830,672820,1000
10578,56,26,693520,694300,450
10579,56,26,723470,726260,2800
10580,56,26,731180,734320,3150
10581,56,26,737490,738070,590
10582,56,26,741180,741470,270
10583,56,26,742850,755880,12190
10584,56,26,758920,759730,820
10585,56,27,8760,8870,120
10586,56,29,51660,51660,10
10587,56,29,205030,205290,260
10588,56,29,206480,212060,5210
10589,56,29,215780,218070,1360
10590,56,29,222020,224440,2420
10591,56,29,230530,231780,1260
10592,56,29,233560,234440,890
10593,56,29,246800,247890,890
10594,56,29,251910,253800,1900
10595,56,29,368150,370210,2050
10596,56,29,372340,373910,1580
10597,56,29,395760,396020,210
10598,56,29,406220,408290,2070
10599,56,29,426130,429290,2790
10600,56,29,430840,431990,1140
10601,56,29,455560,457170,1600
10602,56,29,464870,466870,2000
10603,56,29,485910,485970,50
10604,56,29,501330,502650,1330
10605,56,29,503910,503910,10
10606,56,29,509410,513500,3820
10607,56,29,550250,550450,200
10608,56,29,601360,602970,1580
10609,56,30,10350,10460,70
10610,56,30,11540,18730,6810
10611,56,30,35350,35790,440
10612,56,30,47890,52050,4170
10613,56,30,53260,55840,2570
10614,56,30,62780,64320,1530
10615,56,30,73390,82010,8630
10616,56,48,76400,78540,2130
10617,56,48,87500,87720,220
10618,56,48,146630,146890,260
10619,56,48,160940,161910,970
10620,56,48,163480,166610,2250
10621,56,48,233100,234530,1210
10622,56,49,10190,10790,590
10623,56,49,18200,19000,790
10624,56,49,36720,38030,1320
10625,56,49,40260,42530,2230
10626,56,49,44430,46020,1600
10627,56,49,118720,121460,1880
10628,56,49,122940,124420,1490
10629,56,49,133500,133940,450
10630,56,49,257710,258980,1280
10631,56,49,295750,296540,800
10632,56,49,375180,378390,3220
10633,56,49,436390,436860,480
10634,56,49,495800,496150,350
10635,56,49,502070,503600,420
10636,56,49,517980,520890,2910
10637,56,49,521920,522280,350
10638,56,49,625820,626090,270
10639,56,52,101110,101320,220
10640,56,52,154840,155920,1090
10641,56,52,158290,158890,610
10642,56,52,160620,162830,2220
10643,56,52,296360,296560,170
10644,56,54,30410,31090,670
10645,56,54,33830,34400,580
10646,56,54,166750,168920,1540
10647,56,54,215680,216850,1180
10648,56,54,221160,222680,1510
10649,56,54,365350,365670,330
10650,56,58,103670,103820,160
10651,56,61,122970,123030,70
10652,56,64,41050,41300,260
10653,56,64,46220,47730,1520
10654,56,64,50330,54120,1740
10655,56,71,52690,54840,1720
10656,56,71,56350,58700,2360
10657,56,71,86130,86890,720
10658,56,93,131320,132310,1000
10659,56,96,84700,84870,170
10660,56,105,60860,65690,4840
10661,56,105,68760,72640,3890
10662,56,105,73750,79660,5810
10663,56,105,86790,86860,40
10664,56,105,89380,89570,70
10665,56,108,42500,44210,820
10666,56,108,48740,50460,1720
10667,56,108,51890,52300,200
10668,56,108,62430,71590,8080
10669,56,109,61030,61140,120
10670,56,110,36440,36630,80
10671,56,119,108150,108830,650
10672,56,119,109990,111460,1480
10673,56,119,115160,115610,450
10674,56,120,26640,28400,1120
10675,56,120,55170,55660,500
10676,56,126,64860,65270,420
10677,56,140,184540,184980,400
10678,56,140,202920,203860,940
10679,57,96,5940,7610,1220
10680,57,97,16960,17320,360
10681,57,97,115460,116490,1040
10682,57,97,202990,203480,490
10683,57,97,303740,304140,330
10684,57,97,308910,310420,540
10685,57,97,316270,316270,10
10686,57,139,29760,31240,900
10687,57,139,41460,41780,230
10688,57,139,160130,160240,90
10689,57,139,174100,174100,10
10690,57,139,182950,183040,50
10691,57,139,207020,207020,10
10692,57,139,269980,270110,60
10693,57,139,276690,278060,1370
10694,57,141,135130,135160,30
10695,57,141,137860,137980,50
10696,57,141,143980,144110,30
10697,57,141,145420,145740,170
10698,57,141,155720,156230,490
10699,57,141,158420,158620,100
10700,57,141,165720,166870,610
10701,57,141,175100,175580,390
10702,57,141,179900,180150,90
10703,57,141,181200,181730,480
10704,57,141,185580,186470,280
10705,57,141,188550,188550,10
10706,57,141,194240,194250,20
10707,57,141,199770,200140,250
10708,57,141,204070,204080,20
10709,57,141,206430,207240,590
10710,57,141,211070,211260,80
10711,57,141,337870,338050,20
10712,57,141,339370,339410,20
10713,57,141,373270,373470,60
10714,57,141,415960,416360,390
10715,57,141,423470,423570,60
10716,57,141,428340,428580,240
10717,57,141,436100,436150,30
10718,57,141,451280,452560,720
10719,57,141,455180,455890,110
10720,57,141,461330,461800,410
10721,57,141,473110,474220,720
10722,57,141,489780,489990,120
10723,57,141,497420,498160,650
10724,57,141,505040,505550,440
10725,57,141,521460,521860,110
10726,57,141,525220,526400,410
10727,57,141,529580,530440,590
10728,57,141,533990,534440,380
10729,57,141,537260,537260,10
10730,57,141,539220,539840,560
10731,57,141,541650,542240,410
10732,57,141,545320,545660,140
10733,57,141,550760,551400,620
10734,57,141,557370,558090,600
10735,57,141,577020,577780,680
10736,57,141,585630,586150,510
10737,57,141,599810,600140,60
10738,57,141,602040,602410,290
10739,57,141,604140,604710,550
10740,57,141,617490,617760,260
10741,57,143,5550,9820,1980
10742,57,143,11310,12840,1510
10743,57,143,14140,15010,490
10744,57,143,16190,17470,1290
10745,57,143,19010,22990,2890
10746,57,143,24070,24150,70
10747,57,155,363510,364880,1380
10748,57,157,331670,331860,200
10749,57,163,41700,42360,670
10750,57,163,46780,48130,1360
10751,57,373,181110,181890,790
10752,57,373,205540,206370,840
10753,57,373,262610,263660,1060
10754,57,373,443540,443800,230
10755,57,373,477110,478240,1140
10756,57,382,64800,65830,1040
10757,57,382,98720,99160,450
10758,57,382,126150,192360,63550
10759,57,382,194300,195590,1290
10760,57,382,201700,214640,11470
10761,57,382,217500,231740,13270
10762,57,384,11380,22040,10670
10763,57,384,48060,48160,50
10764,57,384,56860,58850,1760
10765,57,384,60030,60840,530
10766,57,384,62660,63950,260
10767,57,384,65380,66650,1090
10768,57,384,67700,68810,1040
10769,57,384,70820,71380,410
10770,57,384,74440,75410,930
10771,57,384,76710,87970,11270
10772,57,384,89950,120280,29780
10773,57,384,139710,167050,26350
10774,57,508,83470,83990,530
10775,57,508,127380,128730,1360
10776,57,669,57660,59130,1480
10777,57,669,84370,134850,33820
10778,57,669,148710,163890,11640
10779,57,669,164910,216920,29550
10780,57,676,349230,350200,980
10781,57,676,459400,459850,460
10782,58,1,31560,33930,1530
10783,58,1,36960,38080,1130
10784,58,1,39610,53560,13960
10785,58,1,56070,66950,10870
10786,58,1,77340,83310,5980
10787,58,1,86250,87120,840
10788,58,1,97060,97620,570
10789,58,1,113130,113270,120
10790,58,2,107610,108000,390
10791,58,2,124090,124150,20
10792,58,2,134460,134720,200
10793,58,2,140960,142430,1480
10794,58,2,153520,156770,3260
10795,58,2,161760,162170,420
10796,58,7,108760,112510,3760
10797,58,7,123500,124000,510
10798,58,7,127330,128020,670
10799,58,7,142180,144740,2570
10800,58,14,62050,65600,3540
10801,58,14,139820,141020,1200
10802,58,19,128140,128820,690
10803,58,19,142400,142850,460
10804,58,19,150490,151580,1100
10805,58,19,190850,192710,1870
10806,58,19,199860,200120,250
10807,58,19,201360,202110,760
10808,58,23,106640,107330,650
10809,58,23,110710,114900,3650
10810,58,23,133430,134080,660
10811,58,23,136180,138190,1500
10812,58,23,145440,149010,3130
10813,58,23,150070,152880,1930
10814,58,23,154040,154830,780
10815,58,23,158000,159390,1400
10816,58,34,36910,40130,3230
10817,58,34,44370,44730,330
10818,58,34,48050,81840,32080
10819,58,34,119490,119690,150
10820,58,34,132900,137390,4500
10821,58,34,149100,150420,1320
10822,58,34,152190,153990,1110
10823,58,34,165410,174120,8700
10824,58,34,176140,209100,32960
10825,58,34,212150,228220,15570
10826,58,37,36320,41380,5070
10827,58,37,72760,104980,29720
10828,58,37,116610,118480,1880
10829,58,37,122350,130410,8070
10830,58,37,137820,150360,12550
10831,58,37,153560,154200,650
10832,58,37,155410,155430,20
10833,58,37,158940,160010,1080
10834,58,37,213320,214320,910
10835,58,37,236420,236960,550
10836,58,42,97670,101680,3740
10837,58,42,103920,104530,330
10838,58,42,109700,110860,1160
10839,58,42,117470,121130,2460
10840,58,42,122340,122590,260
10841,58,42,124780,132380,6710
10842,58,42,142900,144840,1940
10843,58,42,152250,152860,600
10844,58,42,154330,156610,2280
10845,58,42,158200,161140,2950
10846,58,48,75870,77060,1170
10847,58,48,84280,86520,1440
10848,58,48,87950,92440,4490
10849,58,48,102070,102910,780
10850,58,48,112270,112430,140
10851,58,48,118640,118740,80
10852,58,48,121480,124050,2580
10853,58,48,128490,137150,8660
10854,58,48,140730,141870,1150
10855,58,50,280750,281550,810
10856,58,51,120400,121370,980
10857,58,52,162550,162860,320
10858,58,52,165170,166360,1180
10859,58,52,169500,169750,250
10860,58,52,171320,173690,2370
10861,58,52,174840,178390,3260
10862,58,52,180830,193750,12270
10863,58,52,196030,205150,8650
10864,58,52,223610,224290,650
10865,58,52,225310,230370,5070
10866,58,52,236480,239990,3520
10867,58,53,61950,62140,150
10868,58,53,64400,74620,10220
10869,58,53,77380,78790,1390
10870,58,53,79940,80520,570
10871,58,53,82090,82090,10
10872,58,53,83370,85400,2040
10873,58,53,90730,92190,670
10874,58,53,97310,99250,1930
10875,58,53,100960,102810,1860
10876,58,53,105110,106130,1030
10877,58,53,149810,149890,30
10878,58,53,153150,154190,1050
10879,58,53,156370,161550,5180
10880,58,53,165360,165550,190
10881,58,53,168580,175170,5760
10882,58,53,178470,179610,1150
10883,58,53,182330,186820,4500
10884,58,53,192840,193160,310
10885,58,53,202690,209210,6500
10886,58,53,211060,225710,14570
10887,58,53,226960,229800,2810
10888,58,53,231380,237070,5600
10889,58,53,245000,246960,1860
10890,58,53,268060,268910,860
10891,58,53,280580,281930,1360
10892,58,53,284650,292010,6970
10893,58,53,294110,299150,5050
10894,58,53,300640,305630,5000
10895,58,53,309040,311530,2500
10896,58,53,313720,313850,110
10897,58,53,346400,346770,380
10898,58,53,387190,387910,730
10899,58,53,397280,397850,540
10900,58,54,27610,28900,1280
10901,58,54,80940,81060,20
10902,58,54,87620,87810,200
10903,58,54,90250,90810,560
10904,58,54,91990,92210,230
10905,58,54,192860,194800,1950
10906,58,54,196090,196750,670
10907,58,54,198530,204100,4710
10908,58,54,211350,212430,1070
10909,58,54,214940,217880,2930
10910,58,54,219070,225760,6330
10911,58,54,228510,228550,30
10912,58,54,239920,241420,1510
10913,58,54,243820,245070,1250
10914,58,54,246300,247600,1310
10915,58,54,248750,250640,1890
10916,58,54,258570,259740,1150
10917,58,54,262130,266520,3230
10918,58,54,268610,283610,14110
10919,58,54,296030,296190,160
10920,58,54,299230,302730,3490
10921,58,54,304330,310430,5090
10922,58,54,312460,318010,5550
10923,58,54,338430,342680,4260
10924,58,54,345540,346460,930
10925,58,54,353770,354470,710
10926,58,54,355730,356420,670
10927,58,54,359990,363990,4000
10928,58,54,367140,367830,690
10929,58,54,369530,375780,6020
10930,58,54,377890,396370,18470
10931,58,54,397830,404810,6760
10932,58,54,407160,409840,2580
10933,58,54,412650,431790,18460
10934,58,59,93290,95310,2010
10935,58,59,102170,113840,11650
10936,58,59,130610,141080,9200
10937,58,59,143090,143160,70
10938,58,59,161690,162200,520
10939,58,59,163860,170900,6280
10940,58,59,171900,173280,1390
10941,58,59,179410,185090,5690
10942,58,59,186530,187860,1290
10943,58,59,193670,194050,390
10944,58,59,195530,228310,32790
10945,58,59,239300,253220,13650
10946,58,59,255730,261840,6120
10947,58,59,263210,277760,14550
10948,58,59,299050,300260,1220
10949,58,60,19410,35310,15900
10950,58,60,36910,42400,5490
10951,58,60,46600,47540,920
10952,58,60,71570,73720,2150
10953,58,75,80790,85660,4160
10954,58,75,86710,86990,290
10955,58,75,92060,93690,1630
10956,58,75,94840,105940,10230
10957,58,75,108360,114970,4410
10958,58,75,116450,117490,1020
10959,58,75,119110,119420,320
10960,58,75,139790,139790,10
10961,58,75,150380,153790,2810
10962,58,75,158350,158820,380
10963,58,75,160560,161000,180
10964,58,75,164880,181770,16890
10965,58,76,115270,116140,880
10966,58,76,119980,120420,440
10967,58,76,121810,122970,1170
10968,58,76,125480,126030,560
10969,58,76,127510,129840,2340
10970,58,76,132090,133630,860
10971,58,76,135510,137260,1760
10972,58,76,138830,139920,1090
10973,58,76,142440,142990,530
10974,58,76,191920,193740,1490
10975,58,76,203260,203870,620
10976,58,77,127790,130820,3040
10977,58,83,35200,37920,2680
10978,58,84,41410,46810,5410
10979,58,84,47930,74430,26500
10980,58,84,76750,79140,2400
10981,58,84,81280,81300,20
10982,58,84,101980,108940,6960
10983,58,84,117580,134430,15210
10984,58,84,140580,141190,580
10985,58,86,53510,55640,2130
10986,58,87,81820,89610,6040
10987,58,98,77160,79210,2060
10988,58,98,92880,92900,20
10989,58,98,105150,106820,1020
10990,58,98,107980,108800,830
10991,58,98,117270,118540,1270
10992,58,98,130480,135370,4700
10993,58,98,145630,147550,1370
10994,58,98,150080,151320,620
10995,58,98,152480,156700,3810
10996,58,98,165260,168890,2860
10997,58,98,177050,177670,630
10998,58,98,179090,180820,1740
10999,58,98,183600,198470,13280
11000,58,104,132060,133410,1350
11001,58,104,140530,144670,4120
11002,58,104,150130,152340,2210
11003,58,104,156840,157690,850
11004,58,104,174430,176690,2260
11005,58,104,178530,179660,1110
11006,58,104,180910,181000,20
11007,58,104,184420,187520,3110
11008,58,104,191340,196160,4830
11009,58,104,197720,198640,850
11010,58,104,200030,200490,400
11011,58,104,206330,215150,8830
11012,58,104,218360,218550,100
11013,58,104,248650,249410,690
11014,58,104,251110,253010,1910
11015,58,104,255040,256480,1430
11016,58,106,118960,129930,10920
11017,58,106,132300,154520,21370
11018,58,106,157120,157300,190
11019,58,106,159030,163510,3500
11020,58,106,167040,167040,10
11021,58,106,170760,181560,10290
11022,58,106,184970,186150,820
11023,58,106,201960,204730,2770
11024,58,112,66630,73490,5730
11025,58,112,76340,77840,1240
11026,58,112,79030,79810,780
11027,58,112,81150,84110,2950
11028,58,112,88790,88910,130
11029,58,112,90250,90770,530
11030,58,112,91980,94280,2290
11031,58,112,101400,104080,2140
11032,58,112,105520,105900,360
11033,58,112,131800,131870,80
11034,58,112,136190,137110,930
11035,58,115,119820,121040,310
11036,58,115,122330,137170,14320
11037,58,115,142010,142390,390
11038,58,115,148480,155600,5960
11039,58,120,177530,178270,750
11040,58,121,108380,111370,3000
11041,58,121,134010,135860,1810
11042,58,121,137750,138350,600
11043,58,121,172280,173140,740
11044,58,121,176440,179690,2360
11045,58,121,189580,193360,3100
11046,58,121,194780,195460,640
11047,58,121,198750,201610,2420
11048,58,123,44620,47310,2320
11049,58,125,30390,31200,820
11050,58,125,35850,36960,1120
11051,58,127,59980,65490,5240
11052,58,128,139780,140890,1110
11053,58,128,142780,145210,2420
11054,58,128,148640,148750,120
11055,58,132,32930,33820,860
11056,58,133,63260,64110,240
11057,58,133,107770,125130,13950
11058,58,133,129260,131290,2040
11059,58,138,65790,67470,1660
11060,58,152,135770,138060,2300
11061,58,152,140140,142440,1470
11062,58,154,41970,77670,35370
11063,58,154,81510,95460,13500
11064,58,154,101070,109500,8440
11065,58,154,118800,141960,23090
11066,58,157,90830,91700,880
11067,58,157,93070,94170,1110
11068,58,157,110920,112320,780
11069,58,157,114090,120570,5830
11070,58,157,121600,135710,13600
11071,58,157,141770,141930,170
11072,58,160,49590,62030,11800
11073,58,160,64620,67590,2410
11074,58,160,69430,76180,6750
11075,58,160,82170,84440,1580
11076,58,160,90620,90720,110
11077,58,160,93420,93720,310
11078,58,160,96820,100200,2330
11079,58,160,108290,115500,6310
11080,58,160,120270,121170,910
11081,58,163,51610,54690,3090
11082,58,163,155080,157080,2010
11083,58,167,34480,39380,4170
11084,58,168,30310,59850,29500
11085,58,168,61000,81870,20660
11086,58,168,84320,84460,150
11087,58,168,87210,88650,1450
11088,58,174,41910,51470,7950
11089,58,174,57710,58560,850
11090,58,174,66240,72230,5940
11091,58,174,114450,115900,1460
11092,58,174,124440,127530,3100
11093,58,176,37090,59920,22840
11094,58,176,62920,64140,1230
11095,58,176,70310,72070,1770
11096,58,176,73460,80120,6110
11097,58,176,102490,103930,1450
11098,58,176,107050,108950,1910
11099,58,176,116990,119860,2880
11100,58,176,122310,124620,2290
11101,58,176,127550,130590,3040
11102,58,176,137990,139310,1330
11103,58,177,147570,147920,360
11104,58,177,151950,153160,1220
11105,58,177,157680,158250,550
11106,58,177,165730,167150,1430
11107,58,179,34660,35380,730
11108,58,180,42760,59830,15690
11109,58,180,60880,61490,620
11110,58,180,64670,86910,22190
11111,58,180,87980,88330,320
11112,58,180,91160,91420,230
11113,58,180,93040,96130,3090
11114,58,180,99570,99720,160
11115,58,180,102510,104690,2190
11116,58,180,112960,114450,1500
11117,58,180,116020,119690,3680
11118,58,180,120780,136480,15170
11119,58,180,143880,145020,1130
11120,58,192,223650,224520,870
11121,58,196,29640,30040,380
11122,58,196,32240,36790,4560
11123,58,196,38600,40810,1700
11124,58,197,50760,51160,350
11125,58,197,56180,59850,3110
11126,58,197,63670,64590,930
11127,58,197,69640,70200,570
11128,58,197,73410,92830,17720
11129,58,197,94170,98720,3820
11130,58,197,101290,103940,2650
11131,58,197,105000,113750,8720
11132,58,197,117400,117760,310
11133,58,197,120160,120990,840
11134,58,197,125050,126010,970
11135,58,197,130890,132110,1230
11136,58,197,133130,133130,10
11137,58,198,157010,157790,340
11138,58,198,158790,159820,960
11139,58,198,162110,164490,2290
11140,58,198,175360,187340,11790
11141,58,198,189560,193960,4410
11142,58,198,199690,207670,7990
11143,58,198,210440,219290,8080
11144,58,198,238910,240770,1860
11145,58,198,288540,289390,640
11146,58,198,299480,302120,2640
11147,58,198,304640,304980,340
11148,58,198,306600,307330,710
11149,58,198,308660,309550,900
11150,58,198,313740,314180,440
11151,58,198,322160,323190,1040
11152,58,198,326220,327720,1480
11153,58,198,329060,329580,520
11154,59,1,74950,75810,250
11155,59,1,81350,82920,1560
11156,59,1,91960,92550,590
11157,59,1,95320,95630,310
11158,59,18,59590,59670,20
11159,59,21,42790,42880,60
11160,59,22,243680,245950,1370
11161,59,51,14330,15920,1270
11162,59,51,20800,20800,10
11163,59,51,21940,23520,1280
11164,59,51,25170,27120,1960
11165,59,51,34050,35440,690
11166,59,51,36690,37450,750
11167,59,51,110570,111830,1270
11168,59,51,113780,133350,19540
11169,59,51,134770,135190,430
11170,59,51,136880,137430,430
11171,59,51,139650,139960,320
11172,59,51,141790,142550,770
11173,59,51,146870,147410,530
11174,59,51,155490,155990,510
11175,59,51,160220,161250,1020
11176,59,51,171930,176330,4390
11177,59,51,178580,185950,6330
11178,59,51,190550,191180,640
11179,59,51,267410,272780,4840
11180,59,51,278160,278950,780
11181,59,51,280150,282070,1930
11182,59,51,283510,292010,8460
11183,59,51,293650,295360,1710
11184,59,51,297730,298210,470
11185,59,51,304540,309630,5100
11186,59,51,315640,318450,2520
11187,59,56,26180,28940,2030
11188,59,56,47670,47790,120
11189,59,56,49520,53540,2840
11190,59,57,57440,57570,90
11191,59,58,67070,69670,2610
11192,59,67,36330,36620,280
11193,59,67,38700,40560,1850
11194,59,83,27270,27830,570
11195,59,93,40280,40560,280
11196,59,98,45410,45830,430
11197,59,105,45220,46750,1530
11198,59,107,58260,58940,690
11199,59,107,82210,82420,190
11200,59,107,83650,84090,410
11201,59,112,150440,151490,1040
11202,59,112,152880,152980,110
11203,59,112,165290,165870,480
11204,59,112,170600,171940,770
11205,59,112,221830,222870,830
11206,59,112,243520,243630,80
11207,59,112,246230,247950,730
11208,59,112,256480,261290,4810
11209,59,112,268290,273270,3410
11210,59,112,275330,276580,1250
11211,59,112,278580,279040,470
11212,59,112,282160,282670,520
11213,59,112,284680,284830,160
11214,59,112,286110,291600,4920
11215,59,112,293010,304370,11340
11216,59,112,306190,319630,12850
11217,59,112,321420,325170,1740
11218,59,112,326570,328880,1280
11219,59,112,408130,412620,3550
11220,59,112,414950,416970,1400
11221,59,112,445080,455620,10530
11222,59,112,457890,460210,1730
11223,59,112,461740,476490,14520
11224,59,112,479490,486940,6660
11225,59,112,489470,490040,580
11226,59,112,491630,494970,2170
11227,59,112,498450,499040,530
11228,59,112,511550,511700,150
11229,59,112,513080,515390,2320
11230,59,112,516590,518840,2260
11231,59,112,521620,551780,30150
11232,59,112,555890,559510,3630
11233,59,112,561680,568190,6510
11234,59,112,570120,581670,10240
11235,59,112,595250,618350,21780
11236,59,112,625150,628090,2540
11237,59,112,650360,651630,1260
11238,59,112,656530,656850,330
11239,59,112,663380,664400,780
11240,59,112,700170,700850,510
11241,59,112,714680,716120,1450
11242,59,112,717380,718330,960
11243,59,112,737380,738740,1220
11244,59,113,75250,75410,170
11245,59,113,77630,78350,710
11246,59,113,79590,82990,2890
11247,59,113,90530,116300,24990
11248,59,113,128490,130200,960
11249,59,113,132680,138600,5900
11250,59,113,140240,143980,3710
11251,59,113,157220,159210,1460
11252,59,113,163490,166230,2500
11253,59,113,169360,170450,790
11254,59,113,171550,172540,870
11255,59,113,174390,175670,1270
11256,59,113,180600,195550,14490
11257,59,113,197390,211550,14000
11258,59,113,213420,227380,13590
11259,59,113,236410,237160,720
11260,59,113,238700,238940,250
11261,59,113,240890,252900,11160
11262,59,113,253950,261000,6900
11263,59,113,263880,278850,13530
11264,59,113,284780,287070,2300
11265,59,113,296340,297270,930
11266,59,113,306700,310640,3590
11267,59,113,322220,323340,1130
11268,59,113,324350,326200,1850
11269,59,115,97430,99620,2200
11270,59,115,102390,103080,690
11271,59,115,104300,104640,350
11272,59,115,108710,109770,1070
11273,59,123,50720,51050,340
11274,59,123,52550,59720,7180
11275,59,123,72140,75070,2920
11276,59,123,78290,79130,820
11277,59,123,80620,81270,660
11278,59,123,85000,86640,1650
11279,59,125,40610,41070,470
11280,59,136,34080,35290,1220
11281,59,136,37490,39760,1940
11282,59,136,41750,42480,720
11283,59,136,49060,49360,310
11284,59,136,57490,58480,980
11285,59,141,18310,19040,740
11286,59,141,34260,37670,2120
11287,59,147,44230,47810,3080
11288,59,151,54640,55530,900
11289,59,159,37910,39510,1610
11290,59,172,28190,28760,550
11291,59,172,37480,37740,70
11292,59,174,71120,71240,130
11293,59,174,73870,76560,2700
11294,59,194,35070,35410,350
11295,59,200,154850,156770,1920
11296,60,1,39360,39630,280
11297,60,1,43110,43660,520
11298,60,1,56080,60670,4080
11299,60,1,62070,64650,940
11300,60,1,65860,72530,4740
11301,60,2,20210,21660,1430
11302,60,2,22800,23340,550
11303,60,2,25580,27150,1580
11304,60,2,54480,57360,2890
11305,60,2,68250,70390,1320
11306,60,2,84580,85500,370
11307,60,2,89190,89660,480
11308,60,2,110570,112110,380
11309,60,2,148540,149150,620
11310,60,15,56680,56870,120
11311,60,15,58170,61220,2040
11312,60,15,64060,64120,70
11313,60,15,82230,82850,340
11314,60,15,84130,86280,1190
11315,60,15,93700,93710,20
11316,60,15,95070,97910,2090
11317,60,15,100250,101350,580
11318,60,15,115780,129010,11270
11319,60,15,130460,131910,1450
11320,60,15,133110,133410,310
11321,60,16,176390,178060,1680
11322,60,16,184430,191920,7500
11323,60,16,193330,193860,540
11324,60,16,199020,200960,1680
11325,60,16,210770,212460,1700
11326,60,16,214140,214530,400
11327,60,16,218820,220580,1770
11328,60,16,222120,230030,5070
11329,60,16,236020,239270,2850
11330,60,16,240850,243480,2640
11331,60,16,247810,250140,2330
11332,60,16,251850,252910,1060
11333,60,16,255220,256810,1460
11334,60,16,262620,263340,730
11335,60,16,276030,278090,2070
11336,60,16,279810,279940,140
11337,60,16,298750,303620,3920
11338,60,16,339540,347640,5780
11339,60,16,355670,363050,6980
11340,60,16,368520,375470,5310
11341,60,16,404060,404260,200
11342,60,16,447670,451140,2250
11343,60,16,453090,456460,3250
11344,60,16,502620,504730,2120
11345,60,16,523340,525960,1620
11346,60,16,527660,527660,10
11347,60,16,553710,555580,1590
11348,60,16,557890,558140,260
11349,60,16,561660,565020,3370
11350,60,16,573040,579390,6360
11351,60,16,582570,587040,3060
11352,60,16,588200,588390,200
11353,60,20,37760,41610,1390
11354,60,20,70370,70510,140
11355,60,20,78460,78650,200
11356,60,20,81870,85710,3220
11357,60,20,86910,87860,940
11358,60,20,122890,123140,260
11359,60,20,127830,130670,2770
11360,60,20,132690,135910,1550
11361,60,20,177700,177810,100
11362,60,20,180210,181130,930
11363,60,20,184830,186220,1400
11364,60,20,197100,197130,30
11365,60,20,207670,207740,50
11366,60,20,208930,210640,1710
11367,60,20,223930,226810,2870
11368,60,20,233030,236860,1810
11369,60,20,239060,239250,200
11370,60,20,244930,250150,4760
11371,60,20,254260,263870,9370
11372,60,20,265000,266640,1640
11373,60,20,271550,272980,1390
11374,60,20,276060,276400,350
11375,60,20,281370,281800,430
11376,60,20,283140,287350,4210
11377,60,20,291500,295620,3680
11378,60,20,298200,298210,20
11379,60,20,299490,309840,8870
11380,60,22,99280,100620,900
11381,60,22,219630,223020,3350
11382,60,22,228380,228980,610
11383,60,22,308160,308280,120
11384,60,22,313280,313320,20
11385,60,22,319070,322740,3060
11386,60,22,330140,332250,2110
11387,60,22,334310,335560,680
11388,60,22,337910,343230,4350
11389,60,22,344870,345710,840
11390,60,22,347620,348650,1030
11391,60,22,353830,356920,2540
11392,60,22,360730,381120,17790
11393,60,22,382130,382220,100
11394,60,22,386610,386960,360
11395,60,22,407940,426730,18780
11396,60,22,430540,445460,11740
11397,60,22,447360,447930,70
11398,60,22,460440,463720,3290
11399,60,22,465440,465970,280
11400,60,22,466970,468520,830
11401,60,22,470300,483130,10200
11402,60,22,485650,485690,50
11403,60,22,487580,489830,2120
11404,60,22,491540,498260,6650
11405,60,22,500610,526080,23800
11406,60,22,527350,551700,22580
11407,60,22,553850,556220,1090
11408,60,22,561250,562120,880
11409,60,22,563440,580630,15410
11410,60,22,581850,583710,1030
11411,60,22,587170,596340,9030
11412,60,22,598570,624460,24460
11413,60,22,631130,646110,13080
11414,60,22,648460,655980,7420
11415,60,22,657570,657640,60
11416,60,23,6050,20480,12570
11417,60,23,24040,35210,10270
11418,60,23,36730,42200,4450
11419,60,23,45240,48190,1840
11420,60,23,70640,70880,40
11421,60,23,87600,92820,4420
11422,60,23,93820,99640,4100
11423,60,23,103720,104420,410
11424,60,23,105570,106880,1040
11425,60,23,108210,108280,70
11426,60,23,110230,110370,150
11427,60,23,113920,126130,8890
11428,60,23,129300,130480,1160
11429,60,23,159200,163840,4320
11430,60,23,165250,169890,3090
11431,60,23,171930,174040,2120
11432,60,23,175640,175790,130
11433,60,23,178050,178650,370
11434,60,23,202080,202570,90
11435,60,23,204670,204780,110
11436,60,151,342670,342960,300
11437,60,151,346830,347380,560
11438,60,151,352150,352520,380
11439,60,151,391870,393620,1120
11440,60,151,417860,419230,1160
11441,60,151,420340,421970,500
11442,60,151,469720,474470,4490
11443,60,151,478750,484410,4360
11444,60,151,670090,672670,2580
11445,60,151,707350,714270,6070
11446,60,152,9250,15140,4840
11447,60,152,18840,21640,2300
11448,60,152,23240,23750,520
11449,60,152,26900,27300,410
11450,60,152,29300,30860,910
11451,60,152,32480,34050,1160
11452,60,152,37060,38040,670
