Driver,Trip,Speeding,Total,Ratio
28,84,1600,53640,0.02982848620432513
28,85,430,67540,0.006366597571809299
28,87,33010,58010,0.5690398207205655
28,89,1430,59590,0.02399731498573586
28,93,4020,85250,0.04715542521994135
28,94,6070,93000,0.06526881720430107
28,102,2590,66490,0.038953226049029926
28,105,1260,9670,0.13029989658738367
28,106,160,6759,0.02366863905325444
28,112,1330,47950,0.027737226277372264
28,115,510,64800,0.00787037037037037
28,117,110,6790,0.016200294550810013
28,118,2540,67850,0.03743551952837141
28,120,910,62259,0.01461612592354642
28,125,11170,59590,0.18744755831515356
28,128,270,66370,0.0040681030586108185
28,136,6440,73550,0.0875594833446635
28,150,2000,47800,0.04184100418410042
28,164,1410,60479,0.023313492063492067
28,168,4930,54890,0.08981599562761887
28,169,5800,61150,0.09484873262469337
28,173,390,62710,0.006219103811194387
28,174,2490,55760,0.04465566714490674
28,177,2800,66050,0.04239212717638153
29,2,89070,270860,0.3288414679170051
29,3,27940,71680,0.38978794642857145
29,4,50420,244630,0.20610718227527283
29,6,1130,2750,0.4109090909090909
29,7,1400,4280,0.32710280373831774
29,13,95080,144240,0.6591791458679978
29,16,42610,173550,0.24552002304811293
29,21,16370,38220,0.4283097854526426
29,23,12670,27389,0.46257758305951086
29,46,26690,42160,0.6330645161290323
29,48,11130,37970,0.29312615222544114
29,54,215010,355030,0.6056107934540743
29,59,129540,374500,0.34590120160213617
29,62,133430,267830,0.4981891498338498
29,63,72140,94800,0.7609704641350211
29,64,178560,364110,0.49040125236878956
29,68,76200,129820,0.5869665690956709
29,69,27120,125150,0.21669996004794248
29,85,181520,798529,0.22731769626689044
29,86,166690,601900,0.27693969097856785
29,87,59910,284790,0.21036553249762982
29,91,48630,168440,0.28870814533364997
29,92,26220,170769,0.1535398489195995
29,93,320,10660,0.0300187617260788
29,101,102680,172630,0.5947981231535653
29,105,65420,174320,0.3752868288205599
29,107,116820,165770,0.7047113470471135
29,117,10960,129520,0.0846201358863496
29,118,270500,428079,0.6318912352831247
29,119,346830,1245050,0.2785671258182402
29,147,24110,32760,0.7359584859584859
29,148,9660,24740,0.3904607922392886
29,156,20020,31460,0.6363636363636362
29,168,23930,70820,0.3378988986162101
29,169,2030,9710,0.2090628218331617
29,202,10330,51950,0.19884504331087585
29,203,17080,52019,0.32833525567089583
29,211,9680,20520,0.47173489278752434
29,215,5140,20830,0.24675948151704272
29,247,9270,21510,0.4309623430962343
29,255,11740,31730,0.36999684840844627
29,256,4990,37710,0.13232564306549988
30,1,42890,186629,0.2298129989819429
30,69,36810,248410,0.14818244032043798
30,70,73750,236240,0.3121825262444971
30,74,720,40750,0.017668711656441717
30,110,10200,116520,0.08753861997940268
30,111,5990,117109,0.05114849286995134
30,120,17250,71680,0.24065290178571427
30,127,860,75410,0.011404323034080361
30,128,2380,100890,0.02359004856774705
30,134,1950,76500,0.025490196078431372
30,135,1770,88660,0.019963907060681255
30,145,16740,101670,0.1646503393331366
30,146,3850,37700,0.10212201591511937
30,214,1050,46920,0.022378516624040917
30,272,4340,20500,0.21170731707317073
30,273,8790,68280,0.12873462214411246
30,274,3150,87630,0.0359465936323177
30,285,11320,196650,0.05756420035596236
31,1,11040,41320,0.2671829622458858
31,2,5460,89850,0.060767946577629385
31,9,1610,10970,0.14676390154968094
31,12,260,6990,0.037195994277539335
31,17,4160,13480,0.30860534124629074
31,19,2440,12480,0.1955128205128205
31,24,3990,13730,0.2906045156591405
31,25,8630,11280,0.7650709219858156
31,28,114980,260040,0.44216274419320106
31,35,13560,255740,0.053022601079221084
31,36,1070,13610,0.07861866274797942
31,37,5150,11270,0.4569653948535936
31,40,2700,11660,0.23156089193825044
31,42,3050,7730,0.3945666235446313
31,48,2310,13780,0.1676342525399129
31,49,1470,12300,0.11951219512195121
31,64,140,12240,0.011437908496732025
31,68,1440,18089,0.07960199004975126
31,72,10480,13010,0.8055342044581092
31,77,340,12130,0.028029678483099753
31,86,120,14180,0.008462623413258109
31,89,1710,14010,0.12205567451820129
31,95,7130,13200,0.5401515151515152
31,96,830,12120,0.06848184818481848
31,100,6460,13330,0.48462115528882216
31,102,12650,204720,0.06179171551387261
31,103,46480,191040,0.24329983249581238
31,108,4430,13630,0.3250183418928833
31,109,1660,11490,0.144473455178416
31,112,2350,13440,0.17485119047619047
31,113,7470,11220,0.6657754010695187
31,115,37510,85300,0.43974208675263776
31,118,57270,97890,0.585044437634079
32,1,6480,31800,0.2037735849056604
32,20,10660,27730,0.3844212044716913
32,59,11020,26870,0.4101228135467064
32,69,13620,28170,0.483493077742279
32,85,4010,26810,0.14957105557627748
32,98,17890,25190,0.7102024612941643
32,118,28580,49350,0.5791286727456939
32,119,31140,50180,0.6205659625348745
32,123,12220,125809,0.09713059375248391
32,127,50490,64000,0.78890625
32,136,5110,51050,0.1000979431929481
32,137,32070,64160,0.4998441396508728
32,147,340,7540,0.04509283819628647
32,148,3950,6709,0.5886736214605068
32,152,32570,49690,0.6554638760313947
32,158,45480,51750,0.878840579710145
32,164,15530,16010,0.9700187382885697
32,172,340,2080,0.16346153846153846
32,176,22690,63659,0.3564247565190073
32,183,110,19270,0.005708354955889984
32,186,1550,55250,0.028054298642533938
32,192,7230,59229,0.12206652034442007
32,200,3780,18860,0.20042417815482502
32,203,4620,63050,0.07327517842981761
32,217,47880,59850,0.8
32,220,50050,59610,0.8396242241234693
32,222,9210,18740,0.49146211312700105
32,227,770,19150,0.0402088772845953
32,229,7880,15780,0.4993662864385297
32,236,19940,49529,0.4025842923480719
32,237,96820,119490,0.8102770106285043
32,264,40150,47110,0.8522606665251539
32,265,11240,29950,0.3752921535893155
32,286,17420,50970,0.34176966843241124
32,288,1850,33900,0.05457227138643068
32,291,22410,48130,0.4656139621857469
32,292,20850,28209,0.7390996100673521
32,296,31300,47370,0.6607557525860248
32,309,8470,15069,0.562043795620438
32,315,18320,49480,0.370250606305578
32,316,43480,60070,0.7238222074246712
32,324,24050,28650,0.8394415357766143
32,325,34070,47940,0.7106800166875261
32,332,6750,31640,0.21333754740834385
32,334,8960,31040,0.28865979381443296
32,346,3310,7240,0.45718232044198887
32,349,1900,17739,0.10710259301014659
32,350,260,7400,0.03513513513513514
32,355,50370,59269,0.8498397165513751
32,356,8480,20860,0.40651965484180247
32,359,48100,92830,0.5181514596574384
32,361,19950,56140,0.3553615960099751
32,364,11550,34980,0.330188679245283
32,365,4280,15219,0.28120893561103816
32,373,28200,65419,0.4310608376643229
32,375,14970,25820,0.5797831138652207
32,376,660,660,1.0
32,387,1690,7859,0.21501272264631047
32,396,31400,87400,0.35926773455377575
32,408,47840,60729,0.7877490531862342
32,410,36000,48060,0.7490636704119851
32,414,19680,25590,0.7690504103165299
32,420,2790,7670,0.363754889178618
32,423,11320,14319,0.7905027932960895
32,438,9530,36770,0.2591786782703291
32,440,68850,82140,0.8382030679327976
32,442,35100,42340,0.8290033065658952
32,447,4960,17480,0.2837528604118993
32,448,11150,18740,0.5949839914621131
32,449,27070,49900,0.5424849699398797
32,450,9780,52110,0.18767990788716177
32,456,48280,63579,0.7593582887700535
32,459,49520,88070,0.5622800045418417
32,461,5850,28679,0.20397489539748956
32,477,3370,9930,0.3393756294058409
32,490,14020,25080,0.5590111642743222
32,494,9340,17270,0.540822235089751
32,507,26800,65939,0.40643008795875046
32,518,68380,80300,0.8515566625155666
32,519,43040,66880,0.6435406698564593
32,524,25640,73550,0.34860639021074097
33,1,79440,198119,0.400969109630527
33,39,1190,44220,0.026910900045228402
33,95,9530,18490,0.515413737155219
33,102,600,15119,0.03968253968253969
33,105,2490,34000,0.07323529411764707
33,296,9730,19150,0.5080939947780679
33,298,2780,29250,0.09504273504273504
33,299,13360,22350,0.5977628635346757
33,310,3550,31730,0.11188150015757958
33,312,28280,81650,0.34635639926515616
33,316,11010,54650,0.20146386093321134
33,322,19750,79180,0.2494316746653195
33,326,4200,24240,0.17326732673267325
33,328,25290,77170,0.3277180251393028
33,349,25170,57169,0.4402658737099878
33,354,13700,84290,0.1625341084351643
33,362,11320,76650,0.14768427919112848
33,366,25190,74070,0.3400837046037532
33,398,9110,56050,0.1625334522747547
33,400,76360,216160,0.35325684678016284
33,401,111370,164960,0.6751333656644035
33,403,12240,28029,0.43667499108098473
33,406,28450,58250,0.48841201716738186
33,407,80410,206489,0.3894135309215943
34,1,72410,211519,0.3423316944024206
34,30,189010,496079,0.38100709562973717
34,33,364290,400090,0.9105201329700815
34,39,19760,28780,0.6865879082696317
34,51,3060,30830,0.09925397340253
34,57,13200,29250,0.4512820512820513
34,198,12260,85120,0.14403195488721804
34,273,1530,28800,0.053125
34,274,850,26750,0.03177570093457944
34,329,9490,36790,0.2579505300353357
34,416,1650,26330,0.06266616027345234
34,552,18840,87320,0.2157581310123683
34,555,3050,28289,0.10781194768469425
34,561,70,14650,0.00477815699658703
34,562,190,14810,0.012829169480081025
34,572,4340,14140,0.3069306930693069
34,618,2870,23740,0.12089300758213985
34,636,38630,90980,0.4245988129259178
34,638,55650,102240,0.5443075117370892
34,657,6180,30170,0.20483924428239975
34,658,4230,13350,0.31685393258426964
34,665,19890,220310,0.0902818755390132
35,1,97860,123550,0.7920679886685552
35,26,6310,12219,0.5163666121112931
35,35,2890,42750,0.06760233918128655
35,44,85820,161740,0.5306046741684185
35,45,20190,63390,0.3185044959772835
35,58,9490,29080,0.3263411279229711
35,59,1590,12600,0.1261904761904762
35,70,9110,10620,0.8578154425612052
35,71,14330,38179,0.3753273965426926
35,72,5660,37830,0.14961670631773724
35,76,24740,50390,0.4909704306410002
35,99,540,13069,0.04131599081866871
35,132,1600,35180,0.04548038658328596
35,146,4000,22000,0.18181818181818182
35,151,8730,12120,0.7202970297029703
35,162,14030,57780,0.24281758393907923
35,174,81430,143940,0.5657218285396693
36,1,37050,86170,0.42996402460252986
36,2,100980,106609,0.947190695056749
36,4,96110,114830,0.8369763998954975
36,5,94080,121390,0.7750226542548808
36,9,11440,26739,0.4278234854151085
36,13,50810,62150,0.817538213998391
36,14,9770,22630,0.43172779496243924
36,15,3730,4540,0.8215859030837004
36,20,10780,15240,0.7073490813648294
36,21,33860,46980,0.7207322264793529
36,22,18740,63120,0.2968948035487959
36,23,92820,122600,0.7570962479608483
36,24,90660,124860,0.7260932244113406
36,25,41400,49430,0.8375480477442848
36,26,46550,49760,0.9354903536977492
36,27,13140,14669,0.8957055214723928
36,28,39360,53600,0.7343283582089553
36,29,28940,79050,0.3660974067046173
36,30,11570,15550,0.7440514469453376
36,32,11820,13290,0.8893905191873589
36,33,51370,68290,0.7522331234441352
36,35,47380,75240,0.6297182349813929
36,36,1310,15550,0.0842443729903537
36,37,12070,15510,0.778207607994842
36,39,1220,15310,0.07968647942521227
36,43,45350,45630,0.9938636861713784
36,44,54920,61390,0.8946082423847532
36,45,62070,68480,0.9063960280373832
36,46,14260,33200,0.4295180722891566
36,47,16800,53360,0.3148425787106447
36,48,10520,18150,0.5796143250688706
36,50,30070,87670,0.34299076080757385
36,51,9030,15790,0.5718809373020899
36,52,22530,56029,0.402106014635017
36,53,11040,11520,0.9583333333333334
36,54,24310,53429,0.4549878345498784
36,55,5130,12660,0.4052132701421801
36,56,22550,55310,0.4077020430301935
36,58,19360,80309,0.24106586975470057
36,59,3320,17110,0.1940385739333723
36,60,9280,13790,0.6729514140681654
36,61,50180,69660,0.7203560149296584
36,68,26540,100010,0.2653734626537346
36,69,10280,15110,0.6803441429516877
36,71,5250,9730,0.5395683453237409
36,72,9650,9650,1.0
36,73,7040,15990,0.44027517198248906
36,74,24150,53010,0.4555744199207697
36,77,33990,105889,0.32099348380394754
36,79,32380,60179,0.538052509139249
36,81,20740,56120,0.3695652173913043
36,82,45930,148160,0.3100026997840173
36,83,33430,76040,0.4396370331404524
36,85,3330,26930,0.12365391756405496
36,86,6230,23860,0.26110645431684826
36,89,146020,201559,0.724449295495138
36,90,6710,14940,0.44912985274431055
36,99,9880,13719,0.7201166180758019
36,100,34140,39020,0.8749359302921579
36,101,4360,28539,0.1527680448493343
36,102,8420,15260,0.5517693315858453
36,103,23210,53229,0.43603231260567354
36,105,6730,12220,0.5507364975450082
36,106,470,5250,0.08952380952380952
36,107,28100,78150,0.35956493921944976
36,108,8990,13180,0.6820940819423368
36,109,4620,8970,0.5150501672240803
36,110,8450,15730,0.5371900826446281
36,111,15240,54340,0.2804563857195436
36,113,8420,22950,0.36688453159041395
36,114,10360,56300,0.18401420959147424
36,116,1090,15680,0.06951530612244897
36,117,6920,15969,0.4333124608641203
36,118,20680,52110,0.39685281136058337
36,119,6290,11680,0.538527397260274
36,121,850,60260,0.014105542648523067
36,122,6690,16250,0.4116923076923077
36,123,24320,51400,0.47315175097276263
36,124,41190,73630,0.5594187151976097
36,125,57310,173340,0.3306218991577247
36,127,77600,167560,0.46311768918596324
36,128,13510,15210,0.8882314266929652
36,130,4640,17060,0.27198124267291907
36,131,13370,53680,0.24906855439642323
36,132,23050,80359,0.2868342458934794
36,133,8430,15690,0.5372848948374761
36,136,10010,13719,0.729591836734694
36,137,36670,49800,0.7363453815261044
36,138,34720,51860,0.6694947936752796
36,139,3100,16630,0.18641010222489476
36,141,3970,15029,0.2641383898868929
36,142,23550,50940,0.4623085983510012
36,144,2160,8000,0.27
36,145,60430,71630,0.8436409325701522
36,146,36630,73630,0.49748743718592964
36,148,3590,18160,0.19768722466960353
36,150,1730,15519,0.11146907216494846
36,151,27560,73030,0.37737915924962345
36,153,29510,77980,0.37843036676070785
36,154,10120,16090,0.6289620882535737
36,156,3310,3310,1.0
36,157,6690,16240,0.4119458128078818
36,158,27680,54240,0.5103244837758112
36,159,11190,11570,0.9671564390665515
36,160,2070,46640,0.04438250428816467
36,163,12810,14880,0.8608870967741934
36,164,22250,56350,0.3948535936113576
36,166,38730,105950,0.3655497876356772
36,167,10190,11170,0.9122649955237243
36,169,11540,13140,0.878234398782344
36,170,157590,234199,0.6728864218616569
36,171,88430,110330,0.8015045771775582
36,173,87430,121639,0.7187602762249261
36,174,8320,16219,0.5129469790382245
36,175,4710,15340,0.3070404172099087
36,176,11500,15480,0.7428940568475452
36,177,36190,53929,0.6710550713888375
36,179,24190,61040,0.3962975098296199
36,180,6270,14800,0.42364864864864865
36,181,12300,15540,0.7915057915057915
36,182,69480,101030,0.6877165198455905
36,187,26880,56969,0.4718272775144814
36,188,8050,97590,0.08248795983195
36,189,61780,124970,0.49435864607505803
36,190,18660,138610,0.13462232162181662
36,191,26360,50100,0.5261477045908184
36,194,39510,60179,0.6565304087736791
36,195,24600,54040,0.4552183567727609
36,196,65400,128020,0.5108576784877363
36,199,44470,130670,0.34032295094512893
36,200,1350,16990,0.07945850500294291
36,201,4330,16230,0.2667898952556993
36,202,59040,92999,0.6348387096774194
36,203,16140,65150,0.24773599386032233
36,207,3940,8770,0.4492588369441277
36,208,32490,88909,0.3654257113935441
37,45,12450,31759,0.3920025188916877
37,80,9800,17850,0.5490196078431373
37,87,170,109240,0.0015562065177590625
37,149,269500,354400,0.7604401805869073
37,158,6370,40750,0.15631901840490797
37,193,38210,82809,0.461417703175945
37,194,350,33030,0.01059642749016046
37,196,910,19280,0.04719917012448133
37,214,25000,533300,0.04687792987061691
37,223,18230,532150,0.034257258291835006
37,260,103030,353630,0.2913497158046545
37,279,183150,275860,0.6639237294279707
37,282,340,23520,0.01445578231292517
37,308,14980,110670,0.13535736875395318
37,309,1960,70480,0.027809307604994324
37,325,96830,450920,0.21473875632041162
37,326,600030,952810,0.6297477986167229
37,340,14790,92760,0.1594437257438551
38,60,230,159019,0.0014463589485599298
38,63,5920,203830,0.02904381101898641
38,65,910,159180,0.005716798592788039
38,66,720,17670,0.04074702886247878
38,67,33270,305550,0.10888561610211095
38,68,2950,158690,0.01858970319490831
38,69,960,14340,0.06694560669456066
38,71,330,34540,0.009554140127388535
38,72,9850,202190,0.0487165537365844
38,83,4130,58269,0.07087695211944398
38,88,2150,158870,0.013533077358846854
38,93,19260,297909,0.06465039777113894
38,109,2660,46620,0.057057057057057055
38,111,7310,83109,0.08795572133317292
38,114,6570,87190,0.07535267805941047
38,116,10440,41830,0.24958163997131247
38,124,1840,155870,0.011804709052415473
38,125,2340,295230,0.007926023778071334
38,131,2540,47950,0.0529718456725756
38,136,9650,75970,0.1270238251941556
38,137,23100,84550,0.2732111176818451
38,138,25850,157330,0.1643043284815356
38,143,7920,157340,0.05033685013346892
38,148,4690,156790,0.0299126219784425
38,151,6710,154820,0.04334065366231753
38,152,6570,161790,0.04060819580938253
38,157,760,129420,0.0058723535774996135
38,164,68680,155550,0.44153005464480877
38,165,13310,262860,0.05063531918131323
38,174,2050,43960,0.046633303002729755
38,175,2450,46330,0.0528815022663501
38,176,53210,84009,0.6333769789310797
38,179,7180,42160,0.170303605313093
38,180,2010,43370,0.04634540004611483
38,182,1830,123740,0.01478907386455471
39,1,1770,107690,0.01643606648713901
39,26,1700,95070,0.017881560955085727
39,27,2300,84250,0.027299703264094956
39,33,2160,62470,0.03457659676644789
39,34,940,59870,0.015700684817103724
39,44,1040,40740,0.025527736867943053
39,74,17540,166090,0.10560539466554278
39,86,8820,164490,0.05362028086813788
39,99,1010,34890,0.028948122671252508
39,121,30,97230,0.000308546744831842
39,122,12750,99100,0.12865792129162462
39,148,2760,61170,0.045120156939676304
39,149,3520,116600,0.03018867924528302
39,154,1570,55630,0.02822218227575049
39,155,2060,34370,0.059935990689554845
39,157,1920,71510,0.026849391693469445
39,158,1830,33840,0.054078014184397165
39,159,3210,92500,0.034702702702702704
39,161,700,48830,0.014335449518738481
39,165,2400,36360,0.066006600660066
39,181,5780,70520,0.08196256381168462
39,185,10060,68890,0.1460299027435041
40,5,2000,212329,0.009419300145999154
40,32,20,208730,9.581756335936376e-05
40,41,950,227269,0.004180050160601928
40,46,170,213670,0.0007956194131136799
40,47,370,226050,0.00163680601636806
40,63,1180,213689,0.005522017876362957
40,73,20,218290,9.162123780292272e-05
40,106,4300,196619,0.02186959617536365
40,131,2200,205700,0.0106951871657754
40,136,1730,213310,0.008110262059912802
40,139,1300,154080,0.00843717549325026
40,154,260,210449,0.0012354478498455693
40,166,560,150750,0.0037147595356550574
40,168,7130,240420,0.029656434572830875
40,175,860,211310,0.004069849983436657
40,176,20200,293020,0.06893727390621801
40,178,1260,73309,0.017187286864002185
40,184,2020,85920,0.02351024208566108
40,185,360,108960,0.0033039647577092508
40,186,2300,335939,0.006846460677501936
40,203,4250,188769,0.022514170683901047
40,207,2560,78810,0.032483187412764875
40,209,1710,154600,0.011060802069857698
40,214,750,207410,0.003616026228243575
40,215,3330,235300,0.014152146196345092
40,217,1980,160030,0.012372680122477036
40,221,6350,209350,0.03033197993790303
40,232,270,217719,0.0012401249311041712
40,234,2160,182770,0.011818132078568694
40,251,40,19420,0.0020597322348094747
41,3,161600,362159,0.4462116191738459
41,65,275060,438100,0.6278475233964849
41,66,52810,135830,0.38879481705072516
41,67,464280,684800,0.6779789719626168
41,69,14860,54679,0.2717629846378932
41,72,331100,432040,0.7663642255346726
41,189,8320,27910,0.29810103905410246
41,198,543860,669030,0.8129082402881784
41,202,490370,661090,0.7417598209018438
41,246,217350,304770,0.713160744167733
42,1,2420,41260,0.05865244789142026
42,2,14850,49250,0.3015228426395939
42,14,170,36080,0.0047117516629711755
42,15,210,16240,0.01293103448275862
42,17,700,16520,0.0423728813559322
42,23,20660,142810,0.14466774035431693
42,25,10210,81040,0.12598716683119446
42,27,1850,61169,0.03024358345594246
42,38,650,37210,0.01746842246707874
42,43,7140,253729,0.028140148977259295
42,45,1630,251790,0.006473648675483538
42,54,23390,390710,0.05986537329477106
42,60,5630,248260,0.022677837750745184
42,61,7150,264300,0.0270525917517972
42,64,5920,59540,0.09942895532415183
42,66,15150,60820,0.24909569220651098
42,73,1780,17280,0.10300925925925926
42,75,3290,16069,0.2047293092719353
42,81,840,15730,0.05340114431023521
42,102,141850,633920,0.22376640585562846
42,103,13520,706510,0.019136317957282982
42,106,17090,99880,0.17110532639167
42,107,16780,818640,0.020497410339098993
42,108,146680,521320,0.2813626946980741
42,110,7980,16329,0.48867115737905703
42,114,3820,41990,0.09097404143843772
42,116,6770,56579,0.11965358784022624
42,128,2680,17210,0.1557234166182452
42,129,3910,15830,0.24699936828806063
42,132,270,7400,0.03648648648648649
42,139,750,22040,0.03402903811252268
42,152,6390,15340,0.4165580182529335
42,153,7060,17050,0.41407624633431084
42,154,1870,15769,0.11857958148383008
42,157,1660,98209,0.016902555747887182
43,1,14230,255179,0.05576455835096795
43,3,1510,116259,0.012988130053328748
43,4,18840,63079,0.29866835764109073
43,15,770,24289,0.03170028818443805
43,18,600,36660,0.016366612111292964
43,20,19030,382750,0.04971913781841933
43,24,890,157550,0.005649000317359567
43,25,660,26120,0.02526799387442573
43,35,1890,20710,0.09126026074360212
43,36,280,22080,0.012681159420289856
43,42,1900,69270,0.027428901400317597
43,44,10970,89290,0.12285810281106507
43,51,390,7859,0.04961832061068703
43,57,2080,28439,0.07313642756680733
43,66,30,20580,0.0014577259475218659
43,73,530,54120,0.009793052475979305
43,74,1910,47979,0.03980825343893289
43,84,3040,204319,0.014878621769772907
43,88,4570,117350,0.038943331913080526
43,89,170,68060,0.0024977960622979724
43,93,1320,48610,0.027154906397860522
43,117,1260,68250,0.018461538461538463
43,118,12720,45560,0.2791922739244952
43,119,6100,81480,0.07486499754540991
43,124,10,49960,0.00020016012810248197
43,135,3310,19470,0.17000513610683102
43,136,1260,21370,0.058961160505381374
43,137,1800,17910,0.10050251256281408
43,138,3130,94510,0.03311818855147603
43,139,5250,65250,0.08045977011494253
43,148,6190,499070,0.012403069709659967
43,149,10820,92640,0.11679620034542314
43,156,490,19340,0.025336091003102378
43,157,700,36400,0.019230769230769232
43,160,570,51800,0.011003861003861004
43,162,14050,40510,0.3468279437176006
43,169,240,70470,0.0034057045551298426
43,171,10,7190,0.001390820584144645
43,174,3840,19290,0.19906687402799378
43,189,1810,26060,0.06945510360706061
43,202,4950,18980,0.2608008429926238
43,203,890,19600,0.045408163265306126
43,208,1310,75820,0.017277763123186494
43,225,61520,94590,0.6503858758854002
43,229,860,186250,0.0046174496644295305
44,45,930,16169,0.0575139146567718
44,137,14430,52470,0.2750142938822184
44,240,2960,35260,0.08394781622234827
44,265,3140,27139,0.11569638909358881
44,286,160370,213319,0.7517813613350836
44,287,59500,149979,0.39671956260834784
44,290,940,11250,0.08355555555555555
44,332,263550,569340,0.4629044156391611
44,340,189790,244900,0.7749693752552063
44,341,173720,273030,0.6362670768779988
45,1,20210,48920,0.41312346688470974
45,5,18530,38770,0.4779468661336085
45,6,22080,37320,0.5916398713826366
45,13,8550,40460,0.21131982204646566
45,16,20700,37610,0.5503855357617655
45,17,9600,40650,0.23616236162361623
45,18,8160,22060,0.36990027198549413
45,19,4330,21060,0.20560303893637227
45,20,21420,38640,0.5543478260869565
45,21,11740,39760,0.29527162977867205
45,24,6490,21850,0.297025171624714
45,25,2350,31500,0.0746031746031746
45,32,147140,200660,0.7332801754211103
45,34,84620,236669,0.3575442599400009
45,35,18510,39300,0.47099236641221376
45,36,3010,27130,0.1109472908219683
45,40,13560,38610,0.35120435120435123
45,42,15980,47610,0.3356437723167402
45,44,13590,34470,0.39425587467362927
45,45,13000,29800,0.436241610738255
45,47,2720,15860,0.17150063051702397
45,48,8550,13069,0.6541698546289213
45,49,9410,41260,0.22806592341250606
45,51,210,35390,0.00593387962701328
45,53,35950,67910,0.5293771167721985
45,56,950,36520,0.026013143483023003
45,57,2320,30110,0.07705081368316173
45,59,7920,43220,0.18324849606663582
45,60,32430,37330,0.8687382802035896
45,61,7550,15730,0.47997457088366174
45,65,4640,21910,0.21177544500228207
45,70,17460,41170,0.42409521496235125
45,73,5670,35810,0.15833566043004746
45,74,14930,34820,0.42877656519241814
45,75,590,16200,0.03641975308641975
45,77,4380,21900,0.2
45,80,56110,164030,0.34207157227336454
45,81,129880,219480,0.5917623473665026
45,82,8250,34150,0.24158125915080528
45,85,8090,21330,0.3792780121894046
45,88,880,28310,0.03108442246555987
45,89,1620,30110,0.053802723347725005
45,93,22360,37790,0.591690923524742
45,94,10910,13240,0.8240181268882175
45,96,12110,35170,0.34432755189081604
45,99,8050,40180,0.20034843205574912
45,103,28510,36100,0.7897506925207757
45,105,21670,36640,0.5914301310043668
45,108,10490,13460,0.7793462109955424
45,114,4370,28910,0.1511587685921826
45,115,340,23160,0.01468048359240069
45,117,71050,270190,0.26296310004071205
45,122,36190,48200,0.7508298755186722
47,79,21010,411389,0.05107076010598217
47,81,41530,339540,0.12231254049596513
47,82,9600,589420,0.01628719758406569
47,83,80310,676670,0.11868414441308171
47,100,1010,649410,0.0015552578494325618
47,174,5830,375390,0.015530514931138283
47,179,2540,356280,0.007129224205680925
47,180,1910,275570,0.006931088289726748
47,185,4060,28200,0.14397163120567377
47,208,190,8550,0.022222222222222223
47,254,4200,353410,0.011884213802665458
47,255,17890,369220,0.04845349656031634
48,1,28000,104630,0.26760967217815157
48,100,1610,47210,0.034102944291463676
48,105,78980,350569,0.22529024160652655
48,106,145890,349140,0.41785530159821277
48,110,80500,236980,0.3396911131741075
48,111,90130,205830,0.4378856337754457
48,115,184290,485000,0.3799793814432989
48,116,69190,147410,0.46937114171358796
48,161,229160,551360,0.41562681369704
48,162,13250,66280,0.1999094749547375
48,164,30090,205900,0.14613890237979602
48,165,201280,460989,0.43662552333022414
48,199,45410,96999,0.4681443298969073
49,21,4500,33050,0.1361573373676248
49,26,90,31420,0.0028644175684277525
49,44,1640,165010,0.009938791588388583
49,45,17440,142620,0.12228298976300657
49,61,1570,14220,0.11040787623066102
49,94,1970,65290,0.03017307397763823
49,116,44270,283700,0.1560451180824815
49,127,1910,33540,0.0569469290399523
49,129,3890,82430,0.0471915564721582
49,131,16890,185020,0.0912874283861204
49,145,2040,16750,0.1217910447761194
49,154,12170,104480,0.11648162327718224
49,155,4670,142450,0.032783432783432785
49,165,430,26590,0.016171493042497178
50,6,11950,121570,0.0982972772888048
50,7,230,59929,0.00383781077924245
50,19,4080,55709,0.07323640280021541
50,20,19550,32980,0.5927835051546392
50,36,15990,55879,0.2861488904795992
50,37,9020,27450,0.3285974499089253
50,50,3910,23330,0.16759537076725248
50,58,6120,58900,0.10390492359932088
50,60,10530,21850,0.4819221967963387
50,61,1830,24790,0.07382008874546188
50,71,10950,22450,0.48775055679287305
50,72,3000,23640,0.12690355329949238
50,77,15600,81350,0.1917639827904118
50,78,81050,292900,0.27671560259474226
50,79,158830,543400,0.2922892896577107
50,80,43360,348540,0.12440465943650657
50,81,30770,174840,0.17598947609242735
50,82,35030,115850,0.30237375917134224
50,83,150,268760,0.000558118767673761
50,88,36790,732210,0.050245148249819044
50,90,232030,649940,0.35700218481706003
50,91,73840,282789,0.2611124862972524
50,135,67570,361180,0.1870812337338723
50,136,4290,59229,0.07242951207158535
50,137,33500,282810,0.11845408578197374
50,138,10000,355980,0.028091465812686105
50,139,5760,470449,0.012243596556488472
50,143,88700,563529,0.15740067077174244
50,144,56640,388730,0.1457052452859311
50,146,144770,717910,0.20165480352690449
50,158,16820,21030,0.7998097955301949
50,167,170,35360,0.004807692307692308
50,169,14390,21340,0.6743205248359887
50,192,16190,20740,0.7806171648987463
50,193,9600,22910,0.41903099083369705
50,195,16400,20650,0.7941888619854721
50,203,12840,21940,0.585232452142206
50,210,32020,103070,0.3106626564470748
50,213,10,55970,0.00017866714311238162
50,229,9540,41770,0.22839358391189848
50,230,310,56420,0.005494505494505494
50,238,4660,75680,0.061575052854122625
50,240,6270,75330,0.08323377140581442
50,241,5180,15690,0.3301465901848311
50,244,6550,22140,0.2958446251129178
50,246,3610,26109,0.13826120260436617
50,247,9500,21730,0.43718361711919007
50,251,15400,20810,0.7400288322921672
50,254,7890,23340,0.3380462724935733
