Driver,Trip,TripTime,Distance
20,216,54060,16336.9
20,228,36370,10663.5
20,229,48770,12510.31
20,243,51220,15740.44
20,243,42070,12015.7
20,251,21780,6857.31
20,260,15340,4914.897
20,262,16740,3957.781
20,263,47990,14232.2
20,294,148230,46867.44
20,296,148090,46724.23
20,351,62190,19487.76
20,351,50970,17686.12
20,358,5900,1691.293
20,358,22470,6353.689
20,359,32720,9208.2
20,367,34370,10642.13
20,367,36140,11274.15
20,445,19300,5574.1
20,446,113100,38052.49
20,448,114840,40128.87
20,448,73870,23704.33
20,448,32800,10741.38
20,461,30720,10957.46
20,496,6800,1688.278
20,496,16230,4383.972
20,497,33230,6844.493
20,522,22220,6955.558
21,2,20380,5772.008
21,3,143950,46358.55
21,9,28820,7472.15
21,9,4960,393.29
21,10,15920,5022.357
21,10,13630,1980.661
21,12,56560,18835.05
21,14,57980,18787.09
21,15,27760,9208.201
21,15,5360,388.9395
21,21,83350,26437.48
21,22,74030,24137.68
21,23,69270,22619.69
21,26,74380,23330.78
21,29,56390,18815.51
21,32,15810,4500.45
21,33,36050,11739.34
21,34,70670,23317.87
21,36,120520,39376.75
21,37,142730,48088.99
21,43,23290,5585.697
21,45,29600,9043.887
21,45,10630,3499.024
21,49,30070,7273.214
21,50,25860,8626.809
21,50,94860,31706.55
21,52,74180,23814.63
21,53,43240,14613.14
21,57,47050,15477.42
21,59,54780,18420.15
21,59,3320,256.9453
21,61,27860,9046.697
21,68,28450,9204.982
21,68,3280,255.1328
21,71,30460,9227.01
21,71,3260,263.0527
21,76,53950,18816.83
21,78,1300,432.7129
21,79,31310,10507.31
21,82,49230,15472.9
21,86,47000,15468.25
21,87,64900,22614.75
21,88,22430,7162.056
21,89,34390,10910.27
21,94,27990,8799.138
21,94,380,45.2832
21,96,4990,1652.887
21,96,38850,12934.87
21,99,63220,22629.39
21,100,13670,3252.275
21,101,45920,15469.35
21,102,1290,431.8232
21,102,17820,5795.371
21,103,21570,7481.306
21,105,1290,432.5693
21,106,32520,10511.18
21,108,45800,15474.15
21,110,63090,17773.85
21,110,25900,5227.732
21,111,20540,6512.886
21,114,28230,10487.75
21,116,47600,15465.8
21,123,27890,9205.295
21,123,4380,390.5313
21,124,82310,29232.4
21,125,58950,20332.32
21,127,129860,43782.23
21,131,42520,15277.18
21,132,66370,23299.23
21,133,1270,431.709
21,135,1360,431.6113
21,137,28290,10492.45
21,138,52910,18752.53
21,139,1230,429.5859
21,141,86310,26435.14
21,142,70850,23308.59
21,143,11260,3474.466
21,144,21310,5801.395
21,145,21740,7477.566
21,150,48300,15497.72
21,151,1680,435.2549
21,158,54500,18826.06
21,161,55180,18783.34
21,162,74480,23899.56
21,164,69780,23815.18
21,171,66280,22625.68
21,172,67820,23312.35
21,173,1360,431.1973
21,178,32340,10910.08
21,180,1430,433.2627
21,182,42260,14620.64
21,186,87590,27139.22
21,187,1400,432.7715
21,188,26370,5816.613
21,189,17620,5504.316
21,191,45370,14724.03
21,193,45940,15489
21,194,1300,431.874
21,197,51800,15517.13
21,199,14470,4404.692
21,200,40540,14625.72
21,202,46090,15480.99
21,203,46520,15885.39
21,209,44920,15451.93
21,210,2150,715.1367
21,213,17660,5224.874
21,214,29090,9048.545
21,214,12230,3509.618
21,215,1230,430.9258
21,219,44330,15454.62
21,220,1320,431.5488
21,223,54550,18824.64
21,225,47290,15480.81
21,226,2590,720.0352
21,232,69350,23313.85
21,235,54660,18773.45
21,237,19650,5983.616
21,238,40440,13578.02
21,240,13610,3241.385
21,240,36160,11231.42
21,243,2440,720.3477
21,248,1230,429.9619
21,249,20670,5800.951
21,250,16770,5481.67
21,255,72820,23811.24
21,258,2180,719.1582
21,259,9100,3088.739
21,262,57390,18764.31
21,264,2160,715.8789
21,270,70750,23329.27
21,271,41030,14614.02
21,272,48610,15477.57
21,273,82490,26441.5
21,277,13090,3239.135
21,277,43950,15769.36
21,278,1190,432.7383
21,281,42040,14686.24
21,284,35080,12044.3
21,284,12010,4225.828
21,284,18810,6111.039
21,286,20680,5799.444
21,287,17280,5488.647
21,289,16490,5570.625
21,292,13640,3245.571
21,292,74230,23831.65
21,293,2120,718.4141
21,307,48910,16793.76
21,307,59860,14066.6
21,307,116570,39638.7
21,308,1290,431.9209
21,310,41530,14630.79
21,316,93480,23944.35
21,320,73600,23853.66
21,321,33360,11275.41
21,333,60610,20455.63
21,334,570,100.9922
21,337,15260,5015.45
21,337,5130,1655.691
21,339,2430,716.377
21,341,21360,5804.868
21,342,15990,5488.557
21,346,66750,22616.3
21,348,12820,38.74268
21,348,260,0
21,348,30,0
21,348,140,0
21,348,70,0
21,348,0,0
21,348,30,0
21,348,0,0
21,348,0,0
21,348,0,0
21,348,0,0
21,348,0,0
21,348,0,0
21,348,0,0
21,348,0,0
21,348,0,0
21,348,0,0
21,348,0,0
21,348,0,0
21,348,10,0
21,348,0,0
21,348,10,0
21,348,0,0
21,348,10,0
21,348,10,0
21,348,0,0
21,348,10,0
21,348,0,0
21,348,10,0
21,348,0,0
21,348,10,0
21,348,30,0
21,348,4740,104.1479
21,352,1290,430.5283
21,356,1450,431.6455
21,357,30280,10490.51
21,361,70080,23308.38
21,362,47130,15863.42
21,364,72880,24088.05
21,366,70660,24527.84
21,367,45030,15457.64
21,368,81640,26413.62
21,369,68930,23297.41
21,371,43390,13987
21,372,14040,3253.533
21,372,37830,12800.96
21,382,1340,428.7627
21,383,20110,5793.552
21,384,16450,5489.689
21,387,41760,14606.91
21,389,53930,18749.88
21,391,25250,7455.614
21,391,297510,91092.63
21,391,117590,40409.72
21,397,114740,40053.29
21,397,224460,78658.29
21,398,2090,717.4063
21,401,32470,10489.68
21,402,42040,14209.2
21,404,2680,722.918
21,406,16380,5568.34
21,409,49900,15477.6
21,410,10710,3478.886
21,412,72280,22764.1
21,413,14160,3248.215
21,416,44920,15464.34
21,419,32680,11248.6
21,420,38150,13460.21
21,421,2430,715.2461
21,427,9700,3085.546
21,430,65720,23285.07
21,431,1170,432.0615
21,435,1130,428.04
21,436,16890,5433.823
21,437,15690,5486.498
21,440,44240,14599.35
21,444,65550,23290.77
21,446,47220,14639.63
21,452,46170,15469.74
21,453,2020,718.5176
21,455,40260,14611.56
21,459,84030,27099.67
21,460,1180,431.3574
21,462,20580,5799.443
21,464,16550,4917.601
21,466,1240,431.0039
21,469,41890,14595.86
21,470,47190,15452.45
21,471,27860,9189.888
21,471,3090,253.7676
21,472,44860,13805.31
21,478,36460,11483.69
21,480,27290,9021.16
21,482,1150,429.958
21,484,40650,14600.92
21,493,46430,15465.38
21,494,2100,718.4385
21,497,22120,7474.955
21,500,40600,14593.55
21,503,33180,10911.12
21,507,40560,14602.26
21,508,43450,15452.31
21,509,1070,430.8877
21,513,1040,431.1816
21,516,1220,324.7622
21,517,13310,4395.503
21,518,1280,429.3213
21,519,15560,5551.04
21,520,46450,15451.44
21,521,1260,428.9443
21,523,55510,18782.48
21,525,55230,18723.14
21,530,1100,326.3633
21,531,11070,3931.459
21,533,31890,10474.39
21,536,42350,15438.3
21,545,41550,14588.81
21,549,43370,15420.21
21,558,16930,5445.399
21,559,15590,5236.741
21,561,53700,18789.81
21,563,55320,18735.29
21,564,1290,430.8076
21,565,21760,5793.247
21,566,16310,5476.081
21,571,29790,10477.45
21,573,65420,23261.18
21,576,1280,120.4238
21,576,5310,1580.055
21,578,80450,25246.05
21,578,17100,4870.572
22,5,50950,11074.24
22,7,35460,10907.12
22,7,46650,14954.67
22,7,24930,8273.496
22,13,20960,6827.147
22,18,18600,6157.845
22,23,33140,10561.37
22,25,108780,33797.36
22,27,102460,31492.59
22,30,30580,10557.75
22,38,40780,10578.6
22,43,34000,11083.3
22,49,19780,6830.77
22,50,38020,11089.32
22,53,8770,2227.97
22,53,50950,11377.24
22,56,27200,8286.408
22,58,4070,1166.348
22,61,31920,11085.96
22,65,24510,7377.286
22,65,69770,23385.58
22,65,30480,9267.188
22,65,65370,22136.91
22,66,72460,23378.09
22,66,28480,9601.033
22,66,81570,27155.41
22,66,13710,4366.883
22,67,31420,11071.9
22,71,21600,630.9467
22,74,16880,6153.996
22,76,12080,3351.134
22,76,62560,20919.54
22,76,77240,26638.98
22,225,116760,30355.68
22,226,14150,3888.071
22,229,20330,6767.276
22,230,30840,10968.12
22,231,32830,10466.3
22,234,21160,6769.119
22,239,31380,10971.16
22,240,11610,3523.03
22,242,20150,6754.917
22,246,37180,10463.67
22,249,3560,1161.474
22,255,20420,6759.033
22,258,32270,10968.87
22,264,29450,10965.33
22,271,18550,6108.484
22,271,8720,1357.18
22,271,940,196.25
22,272,55660,19254.62
22,274,13870,4224.656
22,275,31880,10459.86
22,279,88710,30196.03
22,280,54360,19240.54
22,281,32790,10460.17
22,283,34950,10961.83
22,284,32040,10444.9
22,285,14440,4218.139
22,287,31120,10448.92
22,308,3070,724.042
22,310,18430,6096.768
22,313,30480,10454.66
22,316,14070,4217.313
22,323,35900,10980.72
22,324,32020,10460.08
22,327,32990,10970.26
22,329,18730,4582.401
22,342,22320,6764.279
22,344,35770,10980.8
22,347,50190,15973.15
22,347,9990,2778.104
22,349,32860,10980.44
22,350,29930,10461.14
22,351,33470,10976.11
22,352,30750,10458.31
22,356,34720,10969.74
22,357,33060,10448.22
22,363,20950,6760.895
22,365,36000,10970.17
22,366,58440,18960.71
22,367,24480,6777.178
22,371,13530,4220.804
22,372,30530,10450.52
22,376,79520,27650.38
22,377,59050,19247.25
22,378,31860,10450.93
22,382,4250,729.0791
22,383,10860,1563.618
22,383,32310,11234.92
22,386,32330,10963.6
22,387,30980,10452.92
22,399,32710,10969.58
22,400,25880,6769.208
22,411,3420,1154.837
22,413,33240,10971.7
22,415,19760,6764.823
22,416,33070,10969.48
22,417,18910,4578.427
22,423,12760,4223.67
22,423,51120,15959.17
22,423,10880,2779.15
22,425,32420,10960.71
22,426,78550,24932.68
22,427,13250,4217.463
22,438,13100,4219.744
22,439,20620,6757.901
22,442,33570,10960.41
22,444,33230,10461.22
22,452,15240,4228.842
22,453,33760,10461.56
22,456,18450,6102.653
22,460,29520,10451.13
22,462,33100,10972
22,465,29630,10453.17
22,466,32040,10962.35
22,466,53370,18942.48
22,472,31040,10447.48
22,475,13220,4216.51
22,476,32360,10446.7
22,485,13070,4214.623
23,2,9510,2876.148
23,3,9780,2773.3
23,3,90,15.9165
23,6,19180,5785.381
23,7,19120,5357.643
23,9,27980,8426.369
23,9,12500,3730.525
23,10,19100,4925.624
23,10,30110,9102.84
23,14,19520,6112.107
23,18,27740,7918.177
23,18,70,14.81445
23,20,10030,2877.905
23,21,42250,12303.48
23,21,33300,9524.409
23,30,38850,10708.82
23,31,35090,10662.61
23,35,16720,5144.62
23,35,31930,6827.39
23,36,10690,2973.593
23,39,10240,2881.494
23,40,10390,2976.572
23,41,10320,2876.232
23,42,10740,2975.274
23,43,3160,930.3921
23,44,10110,2859.323
23,45,11490,2885.514
23,46,10560,2971.863
23,48,10980,2875.439
23,49,10660,2976.04
23,50,9940,2881.134
23,51,12140,2977.498
23,52,3160,936.6021
23,53,10960,2861.378
23,54,10880,2879.24
23,55,11150,2979.584
23,58,17590,5151.155
23,58,19410,5689.732
23,60,23470,6689.305
23,60,32060,9535.875
23,65,10060,2876.882
23,66,18740,4244.432
23,67,9910,2793.123
23,68,11090,2861.018
23,69,11220,2880.926
23,71,10540,2880.347
23,72,9340,2597.74
23,73,2970,932.3198
23,74,9310,2857.213
23,75,11350,2884.183
23,76,11600,2977.46
23,78,17160,5151.759
23,78,18830,5694.313
23,79,11110,2977.444
23,83,10470,2970.099
23,84,11160,2880.019
23,85,10460,2773.231
23,85,70,14.52441
23,86,3240,929.1689
23,87,10940,2860.469
23,88,11150,2881.763
23,89,10980,2977.111
23,91,9650,2876.338
23,92,10590,2975.331
23,93,10760,2881.243
23,94,13010,3474.346
23,94,60,14.71191
23,95,10330,2873.799
23,96,11930,2980.892
23,97,12430,2880.18
23,99,10420,2974.224
23,102,10570,2877.767
23,102,11010,2972.426
23,105,13000,2980.8
23,106,10020,2790.221
23,107,10020,2861.112
23,109,10680,2973.027
23,110,10340,2881.445
23,111,10390,2974.602
23,112,2980,930.3882
23,113,9870,2857.122
23,115,10510,2977.593
23,116,11130,2879.678
23,117,10410,2973.559
23,118,9390,2874.362
23,119,10510,2974.621
23,120,9830,2879.91
23,122,19780,4250.586
23,123,10050,2878.144
23,124,10350,2970.54
23,125,10770,2877.251
23,126,10530,2973.614
23,127,8710,2786.723
23,128,10350,2860.188
23,129,10970,2881.055
23,130,10780,2977.171
23,131,9650,2876.528
23,132,10740,2975.789
23,133,10230,2877.548
23,134,9540,2771.502
23,134,70,15.37646
23,136,10970,2881.369
23,137,10590,2978.403
23,138,11150,2877.858
23,139,11020,2967.402
23,148,17510,5149.915
23,148,18180,5688.929
23,152,22300,6680.735
23,152,33420,9529.02
23,154,9880,2876.73
23,155,10310,2974.072
23,156,9550,2876.837
23,157,10390,2975.624
23,158,9020,2791.664
23,159,10820,2860.134
23,160,10980,2879.708
23,161,10170,2975.394
23,162,10300,2882.06
23,163,10730,2974.662
23,164,9790,2879.072
23,165,10600,2973.272
23,166,9160,2783.379
23,167,10280,2859.434
23,168,9800,2877.869
23,169,10680,2976.236
23,170,9760,2877.345
23,171,10540,2971.866
23,173,235020,63874.18
23,175,198980,63807.15
23,180,16510,5146.178
23,180,17990,5682.943
23,181,10310,2969.115
23,183,16740,5252.793
23,186,17530,5348.317
23,189,10810,2876.276
23,190,9240,2765.325
23,190,70,15.50537
23,193,10160,2873.85
23,194,10650,2972.071
23,195,9320,2879.332
23,198,10060,2972.249
23,200,16700,5143.769
23,200,18220,5684.188
23,201,10200,2972.962
23,202,11450,2876.486
23,203,11250,2972.128
23,204,10070,2878.035
23,205,10250,2971.685
23,206,9550,2787.137
23,207,9470,2856.981
23,208,10950,2878.154
23,209,15290,4261.841
23,209,15630,4885.671
23,213,10040,2877.512
23,214,10930,2972.263
23,215,10710,2879.886
23,216,10890,2973.521
23,218,9910,2878.236
23,220,11050,2972.253
23,221,10320,2876.348
23,222,11270,2976.629
23,227,9570,2878.677
23,228,10140,2970.6
23,229,10960,2880.377
23,230,10390,2974.141
23,231,9100,2787.217
23,232,10250,2859.957
23,234,20770,5772.962
23,235,18280,5342.258
23,236,10300,2872.188
23,237,9070,2765.817
23,237,70,16.29346
23,239,9810,2873.053
23,240,10320,2970.441
23,241,10230,2870.332
23,242,10560,2966.284
23,244,10040,2879.45
23,245,10380,2973.942
23,246,10980,2882.55
23,247,11090,2976.881
23,248,9930,2869.896
23,249,11090,2975.049
23,250,10760,2876.752
23,252,10220,2965.788
23,256,11220,2878.674
23,257,10240,2968.866
23,258,10290,2882.281
23,259,11260,2969.018
23,264,10000,2876.772
23,265,45450,2970.856
23,266,9370,2866.58
23,267,12810,2972.323
23,272,10710,2968.274
23,275,10010,2870.849
23,276,11120,2965.078
23,279,10280,2874.85
23,280,10330,2966.02
23,281,9740,2870.1
23,283,9630,2762.743
23,283,70,15.4707
23,284,10830,2870.636
23,285,10890,2967.142
23,286,9690,2873.821
23,287,10540,2962.468
23,288,9950,2870.207
23,289,10190,2963.273
23,291,11370,2874.943
23,292,10760,2968.341
23,293,10140,2868.875
23,296,10890,2967.759
23,297,9510,2874.811
23,298,56740,16705.21
23,299,50630,15689.04
23,299,10730,2966.963
23,303,19270,6014.841
23,303,15130,4323.285
23,304,9800,2964.853
23,305,30050,8951.379
23,305,71730,22784.76
23,305,10090,3056.832
23,306,13210,3716.528
23,306,176070,22729.49
23,306,30520,8553.625
23,307,10490,2875.369
23,308,11290,2968.663
24,11,23970,6683.938
24,42,23340,6684.761
24,51,23660,6695.094
24,82,22040,6683.664
24,87,7620,2208.057
24,87,34990,10875.17
24,89,90640,24955.6
24,89,7440,2182.33
24,92,53420,16214.31
24,92,10130,2894.814
24,105,16550,4514.528
24,142,13200,4227.005
24,143,15310,4091.709
24,149,162260,50900.88
24,149,640,104.5508
24,156,25740,6776.907
24,156,52220,16717.94
24,157,56290,18088.13
24,158,51410,16715.3
24,165,56680,18083.14
24,165,35660,11528.43
24,167,56770,18094.72
24,167,48750,16720.25
24,184,49650,16692.1
24,201,56110,18074.92
24,201,49140,16701.79
24,202,53920,17949.63
24,202,11420,3499.748
24,202,53880,16714.59
24,220,61020,20347.47
24,221,60870,19211.95
24,225,60410,18049.79
24,236,56430,18057.44
24,238,49300,16679.15
24,265,58020,18067.52
24,265,47960,16672.79
24,266,59390,18067.8
24,266,48320,16681.73
24,296,52230,17391.78
24,296,40,7.421875
24,297,51170,16701.05
24,301,58800,17381
24,301,56270,17736.31
24,302,65260,18079.58
24,302,51950,16681.7
24,303,79870,24073.63
24,311,58160,18088.84
24,318,10070,2761.407
24,318,22010,5924.991
24,320,9030,2781.947
24,320,31980,10846.76
24,372,20530,6670.284
24,416,22860,6674.02
24,417,55300,18049.02
24,420,20320,6670.109
24,433,13500,4223.232
24,440,8160,2761.931
24,440,60,15.47461
24,463,13590,4254.889
24,463,35320,11214.64
24,522,58320,18071.77
24,523,48550,16685.58
24,525,13430,4251.453
24,525,15580,4874.222
25,7,11780,2882.046
25,8,10200,2969.45
25,11,14460,2884.292
25,12,12020,2974.673
25,13,10470,2879.525
25,14,10550,2969.633
25,15,10940,2874.744
25,16,10730,2970.005
25,17,10410,2875.844
25,18,10240,2970.341
25,24,32570,8974.445
25,24,68780,22790.47
25,24,17050,3941.211
25,26,14820,3716.107
25,26,70480,22727.15
25,26,26290,8548.617
25,35,10180,2876.671
25,36,10810,2971.617
25,37,9950,2874.652
25,38,11350,2973.696
25,39,12700,2879.474
25,40,10780,2971.563
25,41,10470,2875.054
25,42,10870,2972.413
25,43,10450,2876.962
25,44,10920,2769.958
25,44,80,15.17627
25,45,5930,1461.241
25,45,124710,38213.91
25,45,8890,2479.445
25,45,18790,3417.215
25,49,46340,12935.73
25,49,56410,17367.26
25,49,29000,9497.004
25,49,72810,22727.8
25,49,2340,667.7891
25,50,11360,2882.157
25,51,9880,2766.154
25,51,70,15.25098
25,53,9530,2874.745
25,54,9940,2966.717
25,55,9510,2877.134
25,56,10510,2758.81
25,56,70,14.62354
25,57,9930,2877.062
25,58,9860,2965.751
25,59,10380,2878.711
25,60,9050,2763.165
25,60,70,15.50146
25,61,11530,2879.243
25,62,9830,2965.491
25,63,10270,2875.807
25,64,14190,3663.031
25,69,10110,2877.636
25,70,13400,3663.512
25,77,10440,2875.141
25,78,10020,2965.453
25,81,11210,2873.483
25,82,10380,2757.309
25,82,80,16.1333
25,85,11260,2874.077
25,86,9980,2759.672
25,86,70,14.97949
25,87,11250,2874.88
25,88,9330,2959.615
25,91,10300,2871.053
25,92,9830,2963.939
25,95,9870,2871.796
25,96,10410,2964.193
25,106,9730,2875.771
25,107,9350,2758.495
25,107,70,16.46631
25,108,10130,2878.335
25,110,8650,2759.816
25,110,70,15.85303
25,111,9960,2876.591
25,112,9550,2765.521
25,112,70,15.31445
25,113,9560,2874.399
25,114,10110,2968.919
25,116,9260,2874.037
25,117,9720,2969.047
25,134,9600,2873.17
25,135,13790,3663.486
25,136,10260,2873.483
25,137,9140,2767.332
25,137,70,15.63086
25,140,9610,2764.01
25,140,80,15.65088
25,141,10170,2874.896
25,142,13030,3462.076
25,142,60,14.50244
25,143,10520,2874.687
25,144,10140,2965.479
25,151,11060,2872.258
25,152,14150,3465.115
25,152,70,15.15771
25,153,9000,2875.323
25,154,11030,2967.405
25,155,9380,2874.733
25,156,10790,2964.795
25,157,10870,2881.223
25,158,13530,3463.834
25,158,60,14.44971
25,159,9570,2875.892
25,160,10070,2967.017
25,163,9650,2875.912
25,167,10770,2970.24
25,168,9350,2875.308
25,169,10350,2969.243
25,170,10350,2877.221
25,171,9910,2965.507
25,174,9210,2876.499
25,175,10410,2967.358
25,176,9400,2875.869
25,177,10180,2965.932
25,180,11180,2878.005
25,181,10110,2965.119
25,182,9590,2872.901
25,183,13100,2967.145
25,184,10620,2875.767
25,185,10070,2961.767
25,186,10280,2874.568
25,187,10030,2961.776
25,188,10120,2873.315
25,189,9870,2964.266
25,190,9640,2877.446
25,191,9270,2758.814
25,191,60,14.43994
25,194,16270,5329.858
25,198,18760,5338.973
25,199,10590,2874.806
25,200,10170,2964.814
25,201,9550,2875.105
25,202,9860,2965.058
25,213,9870,2871.941
25,214,9580,2962.579
25,216,10110,2874.797
25,217,10390,2960.954
26,1,22470,5533.879
26,27,69430,22183.69
26,28,71390,22233.98
26,29,69280,22208.64
26,32,68360,22223.95
26,33,72600,22676.88
26,37,62110,19795.22
26,38,85810,24775.57
26,43,76190,22237.36
26,44,72730,22656.04
26,47,68020,22221.62
26,48,72210,22676.42
26,49,33210,9853.73
26,50,30490,8203.78
26,51,77940,22664.65
26,63,76430,22207.98
26,68,66170,19816.84
26,75,79370,22202.92
26,76,79860,22154.45
26,77,95570,22216.71
26,78,95050,22626.06
26,90,80570,22208.75
26,91,56080,17855.39
26,91,13140,3067.387
26,93,26110,3070.234
26,94,71480,22218.14
26,95,75480,22687.47
26,101,70640,22207.45
26,102,69710,22176.39
26,105,33830,10583.83
26,105,10920,3506.094
26,107,12600,3865.979
26,108,81860,26138.1
26,109,73250,22658.71
26,118,11790,3863.375
26,119,12890,3931.823
26,121,18140,4330.348
26,122,75600,22202.09
26,123,68490,22184.59
26,125,87070,22232.73
26,126,67560,22176.29
26,128,13670,3934.593
26,129,13660,3865.956
26,131,12530,3942.907
26,132,13720,3870.663
26,134,78410,22191.98
26,135,12180,3936.048
26,136,11690,3862.925
26,137,12220,3940.334
26,140,17300,4337.406
26,144,92120,22216.91
26,145,71670,22650.62
26,146,7770,2451.221
26,146,3830,1250.313
26,146,58850,17129.66
26,147,71390,22625.71
26,149,70590,22212.8
26,150,96860,22647.91
26,154,12100,3935.053
26,157,72890,22205.89
26,158,72760,22643.22
26,160,77850,22665.27
26,162,66680,22200.92
26,163,71240,22640.19
26,165,87210,22227.19
26,166,42980,12974.19
26,166,37330,11083.65
26,167,95380,29480.02
26,168,68480,21674.83
26,170,59180,12367.15
26,170,55980,6436.762
26,171,45130,13539.81
26,172,28930,8372.81
26,185,12490,3932.143
26,186,12690,3864.198
27,1,20930,6008.549
27,1,14360,4322.047
27,2,43130,11832.75
27,3,46410,12083.54
27,5,29890,8967.766
27,8,26710,8962.876
27,10,35900,11837.84
27,11,39440,12596.32
27,12,26850,8965.996
27,14,26700,8437.677
27,17,28760,8968.345
27,21,18700,5144.628
27,21,62800,19044.42
27,22,44980,11841.07
27,24,56530,15929.77
27,25,29060,8965.498
27,27,41930,11840.09
27,30,51430,15918.79
27,31,29410,8975.894
27,34,27970,8964.756
27,36,41350,13853.31
27,38,51500,15930.3
27,39,29350,8969.47
27,40,36040,9576.88
27,40,5210,1631.351
27,40,5690,1811.982
27,41,8920,2781.659
27,41,16370,5668.081
27,45,48310,11836.79
27,47,30140,9365.613
27,47,13160,4320.536
27,51,49120,11842.69
27,52,49280,12095.02
27,55,53680,11852.31
27,56,39500,12089.08
27,62,41020,11845.41
27,63,41400,12077.38
27,64,20820,5522.996
27,64,16100,4878.926
27,65,36470,9474.801
27,65,20780,5685.913
27,68,11330,3156.426
27,69,28020,8202.441
27,70,24960,8421.905
27,71,27360,8968.109
27,74,24090,8424.324
27,78,27960,8969.154
27,80,28790,8972.655
27,83,24040,8417.715
27,84,52060,11849.22
27,88,45760,12584.62
27,89,42750,11836.71
27,90,17230,5511.414
27,90,3430,1128.751
27,90,4430,1362.271
27,90,5130,1700.964
27,94,13420,4249.572
27,94,18040,4880.994
27,95,36560,12060.56
27,97,50680,11847.51
27,98,39940,12091.51
27,99,29300,8965.724
27,101,14990,4257.902
27,101,17350,4887.227
27,102,41610,12093.74
27,107,28270,8969.887
27,109,40130,9407.737
27,113,27460,8953.781
27,116,52400,11854.39
27,117,41360,12064.32
27,119,46160,11835.06
27,121,28480,8396.73
27,121,20330,5670.223
27,127,17060,5510.872
27,127,13580,4320.787
27,129,46710,11829.24
27,130,18120,5515.768
27,130,13600,4321.324
27,134,48680,11828.18
27,135,48600,12070.65
27,143,27480,8944.769
27,145,26600,8944.787
27,148,50970,11829.26
27,149,32950,11732.51
27,151,51390,11829.16
27,152,40600,13384.56
27,159,43030,13393.18
27,163,41570,11822.64
27,164,41110,13385.14
27,169,26860,8956.901
27,170,25270,7257.336
27,170,9640,2769.46
27,171,48620,15908.03
27,172,27310,9092.336
27,173,32740,10950.69
27,176,42130,13406.18
27,178,43880,11842.77
27,179,42840,13401.47
27,181,38880,11814.77
27,182,40430,13401.34
27,184,27710,9090.598
27,185,42380,12564.34
27,186,45880,11833.39
27,187,39540,13403.74
27,190,66500,11778.56
27,192,50680,16419.32
27,194,50680,15919.2
27,195,29180,8965.668
27,197,22890,8411.534
27,198,26240,8954.784
27,200,41080,11828.98
27,201,40550,12070.52
27,203,38020,11816.3
27,204,72310,12081.25
27,205,29110,8955.271
27,210,42150,13408.87
27,212,134100,42455.15
27,213,42050,12810.4
27,213,28900,8037.839
27,213,600,156.2891
27,214,31530,4441.219
27,214,9500,2443.207
27,214,17840,4379.334
27,214,132980,35493.03
27,214,14700,4314.867
27,215,4120,1146.742
27,216,32150,8962.234
27,218,41200,14021.53
27,220,25190,8414.391
27,221,24720,8945.309
27,227,32730,9405.435
27,228,26770,8954.715
27,230,35100,11805.31
27,231,44510,12075.51
27,234,35150,11812.84
27,235,9320,2780.28
27,238,53660,15929.96
27,240,3540,1145.637
27,243,47580,15682.14
27,244,77190,15938.65
27,247,3510,1141.893
27,251,55230,19646.76
27,251,42660,14715.5
27,253,37960,13380.73
27,254,26310,8956.234
27,257,23610,8401.51
27,259,42590,13409.51
27,262,43500,11831.86
27,263,3130,955.8964
27,263,82720,23127.19
27,263,30730,9166.232
27,263,55310,16454.79
27,263,8520,124.9922
27,265,49720,16232.15
27,265,27500,9480.65
27,265,111800,33737.12
27,266,40120,11825.09
27,268,43390,12079.16
27,270,36960,11803.39
27,271,39360,13394.74
27,273,3660,1147.182
27,282,11320,4211.344
27,282,24210,8945.144
27,283,27210,8420.97
27,285,43130,11834.11
27,301,41850,13395.54
27,305,49910,13416.77
27,307,41040,11828.42
27,308,44750,13404.73
27,310,106920,29040.81
27,320,29010,8954.376
27,323,30790,9277.455
27,324,54180,11844.66
27,325,18280,5191.324
27,325,15950,4326.268
27,327,46500,11820.83
27,328,44310,13407.49
27,332,42190,11822.52
27,333,18630,5514.304
27,333,13300,4310.462
27,336,44130,11806.99
27,337,45360,13392.25
27,340,43230,13395.65
27,344,25100,8177.148
27,350,3300,1145.031
27,354,27770,8913.906
27,354,580,68.81836
27,355,30930,9274.113
27,359,44290,13390.01
27,362,42550,11821.02
27,363,43970,13396.09
27,365,42570,13840.05
27,366,39350,12062.37
27,367,43730,11826.1
27,372,56430,13403.9
27,373,42010,13847.31
27,374,41890,12062.39
27,375,51650,11825.79
27,377,43560,13388.72
27,381,34520,11783.86
27,384,68120,21592.56
27,391,46450,15828.43
27,392,51460,15572.88
27,393,54780,11816.18
28,66,20,1.117065
28,75,30,2.072388
28,78,40,2.135559
28,86,50,2.631714
28,89,570,69.49921
28,93,40,2.374817
28,99,640,70.43896
28,118,560,70.20154
28,125,50,2.895691
28,128,70,3.235596
28,133,540,71.05078
28,155,40,2.41449
28,158,600,70.93243
28,168,640,71.71973
28,174,30,1.443787
28,176,580,70.47101
28,188,690,70.14661
28,191,40,2.358398
28,198,600,71.47302
28,206,19680,5138.02
28,206,18620,5675.253
28,215,550,70.67609
28,221,770,74.04712
28,224,10,0.5309448
28,240,740,74.95636
28,245,560,69.05853
28,248,10,0.5511475
28,271,10,0.5179443
28,275,820,73.97742
28,282,30,2.072815
28,299,650,73.23267
28,302,0,0
28,313,10,0.6311646
