Event,Driver,Trip,Starttime,Endtime,TailgatingStarttime,TailgatingEndtime
2816,29,119,908930,932140,909930,931140
2817,29,119,930550,942500,931550,939480
2818,29,119,955020,961910,957960,960910
2819,29,119,990000,1057560,991310,1056560
2820,29,119,990000,1057560,992730,1017820
2821,29,119,1062710,1082980,1064570,1081870
2822,29,119,1080990,1104960,1083460,1103960
2823,29,119,1102970,1118340,1103970,1109880
2824,29,119,1102970,1118340,1109890,1117340
2825,29,119,1125820,1133610,1126820,1132610
2826,29,119,1131620,1146690,1132620,1145690
2827,29,119,1151270,1161480,1152850,1160480
2828,29,119,1177280,1180760,1178280,1179760
2829,29,119,1211850,1222090,1213130,1219820
2830,29,119,1225420,1234070,1227850,1232100
2831,29,119,1225420,1234070,1229410,1233070
2832,29,119,1232110,1235980,1233110,1234980
2833,29,119,1233990,1239930,1234990,1238930
2834,29,119,1241010,1260530,1242010,1259530
2835,29,147,50290,56510,52680,55510
2836,29,148,15190,20050,17730,19050
2837,29,168,156640,163740,159860,162740
2838,29,168,176860,180900,177860,179900
2839,29,168,179030,203440,180030,202440
2840,29,168,219800,224360,221120,223360
2841,29,202,82650,90180,83650,89100
2842,29,211,20510,24750,21570,23750
2843,29,247,37760,45430,38760,44430
2844,29,255,8990,21080,10550,20080
2845,29,255,8990,21080,11330,15860
2846,29,256,7810,21810,8810,10340
2847,29,256,7810,21810,10350,20810
2848,29,256,7810,21810,16090,20190
2849,29,256,38050,49780,39990,48780
2850,30,1,85490,93680,86750,88080
2851,30,1,85490,93680,88090,92680
2852,30,1,96930,112090,98670,109180
2853,30,1,96930,112090,109190,111090
2854,30,1,135320,140910,138580,139910
2855,30,1,147040,152760,148040,151760
2856,30,1,186480,189080,187480,188080
2857,30,1,198950,236740,199950,229050
2858,30,1,198950,236740,201970,232610
2859,30,1,237410,243260,238410,241070
2860,30,1,237410,243260,241080,242260
2861,30,20,28180,37380,31590,34760
2862,30,23,173900,181140,176150,180140
2863,30,23,173900,181140,176750,178980
2864,30,23,179330,183720,180330,182720
2865,30,23,186220,193330,187470,192330
2866,30,23,193430,201860,194430,198920
2867,30,69,118990,129330,119990,128330
2868,30,69,127940,131730,129160,130730
2869,30,69,133090,136710,134090,135260
2870,30,69,134960,152200,135960,149680
2871,30,69,134960,152200,149690,151200
2872,30,69,150360,161380,151360,154670
2873,30,69,150360,161380,154680,160380
2874,30,69,159390,165940,160390,164940
2875,30,69,163950,168690,164950,167690
2876,30,69,166700,172670,167700,171260
2877,30,69,170810,212910,171810,204030
2878,30,69,170810,212910,181750,211910
2879,30,69,212320,216060,213320,215060
2880,30,69,214070,225020,215070,224020
2881,30,69,214070,225020,216840,223410
2882,30,69,223030,232700,224030,229010
2883,30,69,223030,232700,229020,231700
2884,30,69,230800,255560,234130,254560
2885,30,69,261420,269500,264400,268500
2886,30,69,314850,318610,315850,317610
2887,30,69,320530,324280,321530,323260
2888,30,70,78750,91870,80000,85600
2889,30,70,78750,91870,85610,90870
2890,30,70,89920,106000,90920,96270
2891,30,70,89920,106000,96280,105000
2892,30,70,135270,152770,137700,151770
2893,30,70,150780,158960,152050,157960
2894,30,70,159830,194580,163380,175070
2895,30,70,159830,194580,175080,193580
2896,30,70,192590,199460,194320,198460
2897,30,70,263530,268840,265230,267840
2898,30,70,266850,270260,267850,269260
2899,30,70,268860,301050,269860,293670
2900,30,70,268860,301050,272620,275120
2901,30,70,268860,301050,293680,297370
2902,30,72,68510,76970,69510,74000
2903,30,72,68510,76970,74010,75740
2904,30,74,159990,167590,161620,166590
2905,30,74,165600,174920,166600,169980
2906,30,74,165600,174920,169990,173920
2907,30,89,58330,67930,59740,61450
2908,30,89,65980,77630,66980,76590
2909,30,110,47360,50460,48800,49460
2910,30,110,63010,94600,66900,93600
2911,30,110,63010,94600,81800,83160
2912,30,110,158660,162030,159660,161030
2913,30,110,160040,167840,161620,166840
2914,30,111,72760,96600,83090,95340
2915,30,111,72760,96600,83960,89680
2916,30,111,111870,118300,113900,117300
2917,30,111,116400,141950,117400,140950
2918,30,120,66200,71760,67200,68110
2919,30,120,66200,71760,68120,70760
2920,30,120,69770,84100,70770,83030
2921,30,120,87130,92380,89870,91380
2922,30,127,48960,52580,49960,51480
2923,30,127,50590,60530,51590,58640
2924,30,127,50590,60530,58650,59320
2925,30,128,88480,94100,90250,93100
2926,30,134,80030,86280,81030,84640
2927,30,134,84290,89530,85290,88530
2928,30,134,96340,130230,98400,124820
2929,30,134,96340,130230,99670,129230
2930,30,134,132020,142940,135070,141940
2931,30,135,147360,150780,148380,149780
2932,30,135,161680,165970,162680,164860
2933,30,145,107530,118650,108530,117650
2934,30,146,97970,117610,98970,116610
2935,30,171,81080,85430,82520,83830
2936,30,171,83440,97000,84610,93010
2937,30,211,41920,45100,42920,44100
2938,30,239,24920,29630,25920,28630
2939,30,242,27720,36500,28720,34950
2940,30,242,34560,37320,35640,36260
2941,30,257,68860,72570,69860,71570
2942,30,257,70580,75190,71580,74190
2943,30,257,73200,80130,74200,78990
2944,30,257,80180,84010,81180,83010
2945,30,273,30760,35320,31910,34320
2946,30,273,68480,72940,69480,71940
2947,30,274,135190,142920,136190,141920
2948,30,274,141000,158780,142000,153500
2949,30,274,141000,158780,142670,157650
2950,30,274,184780,199380,185780,198000
2951,30,274,184780,199380,186010,198380
2952,30,274,197390,210110,198390,202460
2953,30,274,197390,210110,202470,209110
2954,30,285,62420,74580,63990,73580
2955,30,285,88550,94810,89550,93810
2956,30,285,92820,95490,93820,94490
2957,30,285,93880,96930,94880,95930
2958,30,285,96700,102940,97700,99850
2959,30,285,105330,108250,106330,107250
2960,30,285,106260,109200,107260,108200
2961,30,285,107210,111570,108770,109520
2962,30,285,119660,123240,120700,122240
2963,30,285,164610,168330,165610,166440
2964,30,285,164610,168330,166450,167330
2965,30,285,187620,193790,188620,192720
2966,30,285,191800,196190,192800,195000
2967,30,285,194200,198100,195200,196500
2968,30,285,252570,261600,256650,260600
2969,30,285,264270,268460,265270,267070
2970,31,1,26730,29410,27730,28410
2971,31,1,27520,30940,28520,29940
2972,31,1,70810,75130,71810,74130
2973,31,2,21620,28220,22620,27220
2974,31,2,37930,40880,38930,39880
2975,31,2,96310,100670,97310,99670
2976,31,30,39280,45710,40280,42840
2977,31,30,39280,45710,42850,44710
2978,31,30,81770,85040,82770,84040
2979,31,30,199660,208260,201420,206370
2980,31,30,199660,208260,206380,207130
2981,31,34,569260,583350,570500,582350
2982,31,35,82500,87150,83500,86150
2983,31,35,141590,157110,142940,156110
2984,31,35,170300,179440,171660,178440
2985,31,35,260970,263910,261970,262910
2986,31,58,49440,55600,51030,54600
2987,31,63,48450,56940,49450,50920
2988,31,64,48640,58660,50850,56170
2989,31,68,69360,72990,70360,71550
2990,31,77,55110,64480,56110,63480
2991,31,77,55110,64480,56180,58470
2992,31,83,56780,63330,58910,60740
2993,31,89,43080,47640,44080,45460
2994,31,89,43080,47640,45470,46640
2995,31,89,54590,57200,55590,56200
2996,31,102,53550,58870,55440,57870
2997,31,102,67230,73140,68230,72140
2998,31,102,151330,156350,152440,155350
2999,31,102,184790,217820,185790,210300
3000,31,102,184790,217820,210310,212550
3001,31,102,184790,217820,212560,214990
3002,31,102,184790,217820,215000,216820
3003,31,102,231690,237140,233040,236140
3004,31,103,86200,93590,88910,92590
3005,31,103,107450,119660,110370,115630
3006,31,103,129220,134590,130220,133590
3007,31,103,173110,186960,174110,178620
3008,31,103,173110,186960,178630,185960
3009,31,103,185030,189740,186030,188740
3010,31,103,187750,192000,189000,191000
3011,31,103,190010,197460,191010,196460
3012,31,103,196980,212990,197980,207450
3013,31,103,196980,212990,207460,211990
3014,31,103,211000,218190,212000,217190
3015,31,115,5040,8420,6220,7420
3016,31,115,11460,16670,12460,15670
3017,31,115,57510,61840,58990,60840
3018,31,117,42090,49930,43090,48870
3019,31,118,108480,113270,110340,112270
3020,32,118,84050,91110,86440,88880
3021,32,119,24120,38540,25120,37540
3022,32,123,96730,101110,99030,100110
3023,32,127,90900,96470,92130,95430
3024,32,127,95190,100360,97990,99360
3025,32,176,466590,473570,468660,471600
3026,32,176,481870,489510,483250,488140
3027,32,186,68070,81810,70990,80810
3028,32,186,79820,82940,80820,81940
3029,32,203,84090,87370,85090,86370
3030,32,203,85380,89520,86380,88520
3031,32,203,98810,104920,99830,103420
3032,32,229,70030,83380,73150,77520
3033,32,237,93900,103780,94900,102780
3034,32,237,93900,103780,96560,99090
3035,32,237,116070,120810,118200,119810
3036,32,237,119270,124790,122480,123200
3037,32,286,63140,67790,64610,66790
3038,32,291,75780,82210,77450,81210
3039,32,291,75780,82210,79040,80730
3040,32,292,106560,113570,107560,112570
3041,32,292,106560,113570,111000,112050
3042,32,296,84840,89500,85840,88500
3043,32,309,130890,134840,133240,133840
3044,32,316,39520,57990,40520,56960
3045,32,332,59450,68300,63790,67300
3046,32,332,69500,73050,70580,72050
3047,32,334,95610,102010,96910,101010
3048,32,346,157450,162370,160180,161330
3049,32,355,60550,72430,61550,71430
3050,32,355,60550,72430,62800,68770
3051,32,355,70440,90130,71440,89130
3052,32,355,89450,92280,90450,91280
3053,32,359,86370,96810,87370,95810
3054,32,359,86370,96810,87650,95380
3055,32,361,45350,52400,46350,51400
3056,32,361,50410,54900,51610,53900
3057,32,364,66450,71120,67450,70120
3058,32,373,119090,133910,120140,130660
3059,32,373,153630,166550,154640,157060
3060,32,373,153630,166550,157500,165550
3061,32,373,164670,173310,165670,171140
3062,32,375,25130,35060,26130,32850
3063,32,375,36460,45040,37460,44040
3064,32,396,166990,177090,167990,174100
3065,32,396,504960,513630,506570,510700
3066,32,408,110840,137150,111940,136150
3067,32,410,24890,45080,26660,44080
3068,32,440,109470,113100,111330,112000
3069,32,440,116760,137640,117760,135510
3070,32,440,116760,137640,135520,136640
3071,32,450,43340,47250,44340,46250
3072,32,450,61280,70660,63670,67570
3073,32,456,69730,73500,71630,72500
3074,32,459,58190,64780,62920,63780
3075,32,459,62950,66570,63950,64650
3076,32,459,62950,66570,64660,65570
3077,32,518,56740,62500,60140,61500
3078,32,518,83720,88010,84720,86880
3079,32,518,98220,103180,100870,102180
3080,32,518,105420,109380,107740,108380
3081,32,518,109720,115510,110720,114510
3082,32,519,77440,85600,78870,82490
3083,32,519,77440,85600,82500,84600
3084,32,524,120000,122760,121000,121740
3085,32,524,133320,146670,134320,145670
3086,32,524,147050,164340,150480,163340
3087,33,1,71790,76800,74360,75800
3088,33,1,101400,108620,102970,104720
3089,33,1,154030,156640,155030,155640
3090,33,1,157600,169390,167340,168390
3091,33,1,198570,210970,199570,208200
3092,33,1,198570,210970,200560,205290
3093,33,1,198570,210970,208210,209970
3094,33,1,209010,219050,210010,218050
3095,33,1,217090,228250,218090,225160
3096,33,1,226350,233090,227580,231330
3097,33,1,226350,233090,231340,232090
3098,33,1,231100,247330,232110,246280
3099,33,1,245340,252630,246340,251630
3100,33,39,38520,44720,42130,43720
3101,33,105,5700,11380,6700,10380
3102,33,105,5700,11380,7670,10200
3103,33,105,98590,103050,99590,101150
3104,33,218,13630,23100,14630,22100
3105,33,218,21110,24370,22710,23370
3106,33,219,40320,43450,41320,42280
3107,33,219,41460,50730,43000,49610
3108,33,310,57380,61770,58380,60770
3109,33,312,104540,110550,105540,106380
3110,33,322,167440,173430,168440,172430
3111,33,322,171440,175870,172440,174870
3112,33,326,117500,125410,119520,124410
3113,33,328,126480,134800,127480,133800
3114,33,328,126480,134800,129170,132980
3115,33,328,133450,138940,137190,137940
3116,33,354,19240,21940,20240,20940
3117,33,354,102610,108040,104290,107040
3118,33,362,132190,137780,133190,136770
3119,33,362,136390,139400,137450,138140
3120,33,366,36290,41350,37290,40350
3121,33,366,39360,48800,40360,47660
3122,33,366,39360,48800,41280,47360
3123,33,400,31270,40660,33490,39660
3124,33,400,72580,77320,73800,76080
3125,33,400,175760,180510,177960,179510
3126,33,400,187270,201240,188270,200240
3127,33,401,82130,86790,84900,85790
3128,33,401,90450,96900,94190,95900
3129,33,401,99710,102890,100870,101890
3130,33,401,103340,113130,105490,112130
3131,33,401,112060,119420,114570,118420
3132,33,407,40100,47650,42110,46650
3133,33,407,127990,135590,128990,134590
3134,33,407,144200,148500,145200,147500
3135,33,407,200750,207800,202670,206760
3136,33,407,213580,229240,216030,228240
3137,33,407,213580,229240,216450,221500
3138,33,407,227250,250820,228250,248760
3139,33,407,227250,250820,248770,249820
3140,33,407,264350,267290,265350,266160
3141,34,1,45570,54620,47730,53620
3142,34,1,143910,152090,144910,146710
3143,34,1,143910,152090,145370,151090
3144,34,1,164520,167790,165610,166650
3145,34,1,165800,176500,166800,173810
3146,34,1,236070,240750,237660,239750
3147,34,1,238760,245150,240000,244150
3148,34,1,280350,292490,281840,282580
3149,34,1,280350,292490,282590,291490
3150,34,30,436670,443420,437670,442420
3151,34,30,479640,493380,480650,485380
3152,34,30,479640,493380,485390,492380
3153,34,30,515050,518550,516050,517550
3154,34,30,541560,558170,542750,557170
3155,34,30,570050,573910,571050,572910
3156,34,30,571920,581270,572920,578250
3157,34,30,624580,635740,625580,631190
3158,34,30,624580,635740,631200,634740
3159,34,30,633750,642810,634750,639290
3160,34,30,633750,642810,639300,641810
3161,34,30,654930,659920,655930,658920
3162,34,30,657960,671240,658960,666710
3163,34,30,657960,671240,666720,670240
3164,34,30,673340,682520,674340,681520
3165,34,30,673340,682520,675870,678070
3166,34,30,685270,690010,686270,689010
3167,34,30,691560,697530,693380,696530
3168,34,30,719640,728890,721880,724800
3169,34,30,719640,728890,724810,727890
3170,34,30,726930,731070,727930,729160
3171,34,30,864310,868890,865310,867890
3172,34,30,868690,875270,869720,871650
3173,34,33,218750,226110,219750,225110
3174,34,33,228210,250500,229210,249500
3175,34,33,248510,253500,249510,252500
3176,34,33,302780,309160,303780,308160
3177,34,33,347060,364090,348060,363090
3178,34,33,378040,380980,379040,379980
3179,34,33,378990,383110,379990,382110
3180,34,33,406840,417170,407840,416170
3181,34,33,486560,494070,489550,493070
3182,34,33,518700,525590,520970,524590
3183,34,53,64560,72130,70490,71130
3184,34,53,70300,73150,71300,72150
3185,34,53,74200,76980,75200,75980
3186,34,55,419600,423170,420600,422170
3187,34,57,73120,77930,74320,76520
3188,34,104,20600,25480,21600,24480
3189,34,104,33460,40680,34460,37400
3190,34,153,89600,101200,94960,100110
3191,34,273,45670,49080,46670,48020
3192,34,274,41030,49340,43690,48340
3193,34,290,79590,83390,81150,81970
3194,34,309,53380,60790,54380,59790
3195,34,309,58990,63250,59990,62130
3196,34,309,61360,69070,62360,65320
3197,34,309,61360,69070,65330,68070
3198,34,329,65680,69220,66680,68220
3199,34,329,79260,86520,80260,83750
3200,34,477,155070,158270,156070,157270
3201,34,477,156560,160380,157560,159380
3202,34,488,41040,50980,46070,48810
3203,34,555,100390,104270,101990,103270
3204,34,566,209230,218430,210230,217250
3205,34,566,217120,222880,218380,221010
3206,34,566,217120,222880,221020,221880
3207,34,567,153710,157580,154710,156580
3208,34,567,171530,178380,175460,176850
3209,34,611,30910,46380,31910,45380
3210,34,611,30910,46380,38080,40930
3211,34,636,32690,43950,36270,42950
3212,34,665,20400,24000,21720,23000
3213,34,665,22010,26190,23010,25190
3214,34,665,40590,45920,43050,44920
3215,34,665,49870,55930,51140,54930
3216,34,665,49870,55930,52920,54140
3217,34,665,56150,81020,57150,73250
3218,34,665,56150,81020,59850,80020
3219,34,665,79030,132750,80450,131750
3220,34,665,79030,132750,87710,129800
3221,34,665,130760,182750,131760,181750
3222,34,665,130760,182750,137810,162680
3223,35,1,94870,109840,97720,108840
3224,35,1,94870,109840,98130,99680
3225,35,1,107850,114820,108920,113820
3226,35,35,57940,63160,58940,62160
3227,35,35,61170,64700,62170,63700
3228,35,44,192920,195890,193970,194890
3229,35,44,194000,197180,195040,196110
3230,35,44,218770,223750,220330,222750
3231,35,44,221860,230460,222860,226770
3232,35,45,124720,127680,125720,126680
3233,35,45,126020,128940,127020,127940
3234,35,71,5900,12080,7590,8540
3235,35,71,5900,12080,8550,11080
3236,35,71,10140,13190,11140,12190
3237,35,139,56070,73960,57070,72960
3238,35,139,87750,93800,88810,92800
3239,35,174,239980,244350,242210,243350
3240,36,2,31890,37470,33440,36470
3241,36,2,35480,38950,36710,37950
3242,36,2,36960,40650,37960,39470
3243,36,2,58050,65790,59290,63400
3244,36,2,58050,65790,63410,64620
3245,36,2,99280,115180,100280,113160
3246,36,2,99280,115180,113170,114180
3247,36,4,118380,126840,119380,124800
3248,36,4,118380,126840,124810,125840
3249,36,5,48550,53260,50850,51500
3250,36,5,48550,53260,51510,52260
3251,36,5,53930,57760,55030,56760
3252,36,5,92360,101140,93360,100140
3253,36,5,92360,101140,93990,97050
3254,36,5,99200,103300,100200,102300
3255,36,20,44160,47400,45160,46400
3256,36,21,39540,46910,41040,45910
3257,36,23,35050,44530,36050,43530
3258,36,23,123420,128940,126240,127790
3259,36,24,80360,93690,81360,91590
3260,36,24,101800,112780,102800,111780
3261,36,24,148290,152280,149290,150340
3262,36,24,148290,152280,150350,151280
3263,36,25,58770,64570,61930,63440
3264,36,27,29810,35220,32330,34130
3265,36,29,93560,100590,96130,99590
3266,36,32,137930,144070,141570,142960
3267,36,39,10260,18350,11260,14260
3268,36,39,10260,18350,14270,17350
3269,36,44,40040,46700,42780,45620
3270,36,46,21080,27550,23680,26550
3271,36,47,25410,56210,26690,55210
3272,36,47,25410,56210,31000,38210
3273,36,47,25410,56210,50000,54610
3274,36,47,54750,59850,57720,58850
3275,36,50,28530,35130,29700,33890
3276,36,50,60680,68780,61680,67780
3277,36,50,60680,68780,66140,67520
3278,36,50,66790,70850,67790,69850
3279,36,58,50250,54210,51250,53210
3280,36,58,59830,102040,62640,101040
3281,36,58,59830,102040,83610,85800
3282,36,58,100090,109100,101090,108100
3283,36,60,16040,19900,17040,18900
3284,36,61,29640,32870,31090,31780
3285,36,61,75200,84160,78100,82370
3286,36,61,75200,84160,82380,83160
3287,36,68,9610,12830,10720,11830
3288,36,68,12040,37160,13180,36090
3289,36,68,12040,37160,21070,25680
3290,36,68,35170,47230,36830,46200
3291,36,68,35170,47230,37960,41410
3292,36,68,45930,50450,48520,49420
3293,36,74,68970,74260,69970,73260
3294,36,77,17400,30260,19710,23180
3295,36,77,39000,47380,40000,46380
3296,36,77,115780,123270,116800,121780
3297,36,79,46040,51390,48280,50390
3298,36,82,123680,134830,125500,131540
3299,36,82,123680,134830,131550,133830
3300,36,82,132840,138910,134630,137830
3301,36,82,157250,164060,159360,163060
3302,36,83,86940,93750,88770,92750
3303,36,83,99800,107820,100970,106820
3304,36,83,129270,134300,132020,133300
3305,36,83,133130,136750,134940,135750
3306,36,83,135270,138950,137300,137950
3307,36,83,137420,145030,138420,142880
3308,36,83,137420,145030,142890,144030
3309,36,84,125700,131660,126700,130660
3310,36,85,22640,29260,25040,27940
3311,36,85,22640,29260,25150,26530
3312,36,89,183990,188600,184990,187600
3313,36,89,265940,273430,266940,272150
3314,36,89,272170,278400,273200,277390
3315,36,89,316760,325850,318980,323550
3316,36,89,316760,325850,323560,324850
3317,36,89,330600,342090,332110,341090
3318,36,89,340100,344740,341100,343740
3319,36,100,153980,157880,156120,156860
3320,36,101,289830,296700,290830,295700
3321,36,111,97780,101760,99030,100760
3322,36,111,99770,108300,100770,107290
3323,36,113,15710,24600,18340,23100
3324,36,113,25490,32270,26720,31270
3325,36,113,30320,36610,31320,35610
3326,36,114,3010,38980,4010,36270
3327,36,114,3010,38980,27450,30580
3328,36,114,3010,38980,36280,37980
3329,36,114,41510,48660,43880,47660
3330,36,119,77920,83340,80910,82290
3331,36,124,124530,129110,126840,128110
3332,36,125,72350,76490,73350,75490
3333,36,125,92290,98120,94230,97120
3334,36,125,127750,153350,128750,152350
3335,36,125,127750,153350,146350,149890
3336,36,127,55030,65550,56050,64550
3337,36,127,153960,168960,154960,167960
3338,36,127,153960,168960,159100,162990
3339,36,127,192170,204020,194350,203020
3340,36,127,192170,204020,196620,200100
3341,36,131,38510,43890,39820,42880
3342,36,132,129250,150930,130640,149930
3343,36,132,129250,150930,130740,133850
3344,36,136,18040,21400,19040,20320
3345,36,138,21790,25950,23370,24950
3346,36,138,33360,46400,36060,45400
3347,36,138,49110,54360,52510,53350
3348,36,146,22570,36460,23570,35460
3349,36,151,78700,82730,80150,81730
3350,36,153,107050,112050,109510,110980
3351,36,153,124160,144290,125160,143290
3352,36,153,169920,175610,170920,174610
3353,36,157,28580,33910,31270,32780
3354,36,158,9210,13340,11340,12340
3355,36,158,11350,40290,12350,39290
3356,36,158,11350,40290,12540,17130
3357,36,160,47810,59250,48810,56700
3358,36,160,47810,59250,56710,58250
3359,36,164,43850,49520,45600,48520
3360,36,166,67560,70320,68560,69320
3361,36,166,68480,73350,69480,72350
3362,36,166,75410,92300,78030,90250
3363,36,166,75410,92300,90260,91300
3364,36,166,101240,105980,103460,104970
3365,36,166,112190,138290,113190,137290
3366,36,166,136300,144190,137300,140570
3367,36,166,136300,144190,140580,143190
3368,36,166,159250,163160,160790,162090
3369,36,170,86890,98540,89080,97490
3370,36,170,116700,130440,119020,129440
3371,36,170,268220,295770,270550,293610
3372,36,170,268220,295770,277810,281770
3373,36,170,268220,295770,293620,294770
3374,36,170,296880,307360,298580,306360
3375,36,170,296880,307360,298590,303420
3376,36,170,310870,314900,312600,313900
3377,36,171,142680,150560,145050,149560
3378,36,173,26340,40800,29750,37240
3379,36,173,26340,40800,37250,39800
3380,36,182,22970,27850,25890,26850
3381,36,182,25860,29580,27170,28480
3382,36,182,61650,78580,63510,72000
3383,36,182,61650,78580,72010,77580
3384,36,182,76590,95390,79360,87350
3385,36,182,76590,95390,81110,94390
3386,36,187,40990,49210,41990,48210
3387,36,187,64230,70090,65230,67560
3388,36,187,64230,70090,67570,69090
3389,36,189,107650,112470,110280,111470
3390,36,189,164000,169220,165460,168220
3391,36,190,34510,43240,35510,38550
3392,36,190,34510,43240,38560,42240
3393,36,190,41250,53130,42250,52040
3394,36,190,68400,78930,69400,77930
3395,36,190,76970,83430,77970,82350
3396,36,190,81440,92710,82440,91710
3397,36,190,95790,111620,97000,110590
3398,36,190,144850,157560,147170,156480
3399,36,194,139130,147470,141380,146410
3400,36,199,51910,59940,52910,53800
3401,36,199,51910,59940,53810,58940
3402,36,199,65250,68330,66250,67330
3403,36,199,66430,71850,67430,70850
3404,36,199,70450,73960,72100,72960
3405,36,199,113360,155180,115780,154180
3406,36,199,113360,155180,117530,139650
3407,36,199,155370,165970,158140,164970
3408,36,199,155370,165970,159980,162460
3409,36,201,25110,30210,26110,29210
3410,36,201,28410,32550,29410,30120
3411,36,201,28410,32550,30130,31550
3412,36,202,164350,170650,165350,169650
3413,36,203,74320,79000,75410,78000
3414,37,1,110340,113620,111340,112620
3415,37,1,129020,136430,130020,133460
3416,37,1,129020,136430,133470,135430
3417,37,27,71390,88950,74870,87220
3418,37,45,130580,134070,131960,133070
3419,37,135,53830,58880,54830,55690
3420,37,135,53830,58880,55700,57430
3421,37,149,412410,420600,414780,419600
3422,37,149,564250,588120,566710,571760
3423,37,149,564250,588120,571770,587120
3424,37,193,109160,117780,111280,116780
3425,37,214,53230,63940,58320,62930
3426,37,214,158290,162460,159290,161460
3427,37,214,160740,169060,161910,168060
3428,37,223,165270,175530,166590,172440
3429,37,223,205660,215180,209040,214050
3430,37,223,213190,216170,214190,215170
3431,37,223,264230,273520,265230,272520
3432,37,223,568630,572410,570240,571410
3433,37,223,570420,577520,571420,576480
3434,37,223,617160,629440,618160,628440
3435,37,279,80720,87440,81820,86440
3436,37,279,80720,87440,82230,85950
3437,37,279,85450,89200,86450,88200
3438,37,279,227620,241260,230440,238950
3439,37,279,227620,241260,238960,240260
3440,37,279,308070,313310,309070,312310
3441,37,308,82090,89650,83370,86910
3442,37,308,107290,115500,108290,111590
3443,37,308,166190,169480,167190,168480
3444,37,308,177030,183880,178030,182880
3445,37,308,181890,184680,182890,183600
3446,37,308,255580,263880,256580,258670
3447,37,308,255580,263880,258680,262880
3448,37,309,32610,60440,35410,58070
3449,37,309,150340,156430,151360,155430
3450,37,325,163880,171570,164880,169700
3451,37,325,163880,171570,169710,170570
3452,37,326,140820,144980,141820,143980
3453,37,326,452930,455810,453930,454810
3454,37,326,618720,623130,619760,622130
3455,37,326,621140,626850,622140,625850
3456,37,326,624950,633630,625950,631170
3457,37,326,624950,633630,631180,632600
3458,37,326,685830,689660,687620,688660
3459,37,326,694530,697640,695670,696640
3460,37,326,822020,836500,823020,834450
3461,37,326,822020,836500,828880,835500
3462,37,326,891230,898990,892230,897990
3463,37,326,903610,922600,909380,921600
3464,37,326,979530,1002940,994860,999320
3465,37,326,1001430,1008440,1003680,1004380
3466,37,326,1001430,1008440,1004390,1005220
3467,37,332,121830,130670,122830,129670
3468,37,332,129720,145420,130720,144420
3469,38,60,311960,327100,312960,326100
3470,38,63,45710,52730,46750,51730
3471,38,65,177870,203270,178870,201400
3472,38,65,177870,203270,184590,202270
3473,38,65,266810,272790,267810,269730
3474,38,66,18320,21540,19340,20420
3475,38,67,56830,63170,57830,62170
3476,38,67,181380,184710,182380,183710
3477,38,67,182780,186090,183780,185080
3478,38,67,227080,232870,228080,230680
3479,38,68,293560,299470,296220,298470
3480,38,68,297480,302570,299260,301500
3481,38,68,316220,323520,317220,322520
3482,38,72,58370,61290,59370,60290
3483,38,72,191750,199010,192930,198010
3484,38,78,69490,83210,71730,80500
3485,38,83,77150,85900,78420,84900
3486,38,83,84740,98970,86320,97970
3487,38,83,110530,114100,111530,112310
3488,38,87,6210,9610,7210,8610
3489,38,87,44780,52720,45780,51720
3490,38,93,48850,52860,49850,51860
3491,38,93,57630,65610,60240,64610
3492,38,93,103320,129580,104320,128250
3493,38,93,180050,185810,181050,182310
3494,38,93,180050,185810,182320,184810
3495,38,93,279950,323910,281000,322910
3496,38,93,279950,323910,282080,322620
3497,38,99,137870,141960,138870,140960
3498,38,99,195060,199350,196060,198220
3499,38,99,197770,201110,198770,200110
3500,38,100,45270,52980,46440,51980
3501,38,100,50990,70020,51990,69020
3502,38,100,107320,115370,108320,114370
3503,38,104,49040,52260,50040,51260
3504,38,114,27290,30050,28290,29050
3505,38,116,9360,12600,10650,11330
3506,38,116,26150,31580,27150,30580
3507,38,124,97130,110310,99210,109310
3508,38,124,97130,110310,102140,108890
3509,38,124,108370,113850,109370,112750
3510,38,124,226150,232710,227150,231350
3511,38,125,19680,25540,20680,23490
3512,38,125,30580,35980,32690,33800
3513,38,125,288490,294190,289490,290990
3514,38,125,319900,339370,320900,334020
3515,38,131,116690,141520,117690,140520
3516,38,136,136040,141560,137040,139970
3517,38,137,71910,75460,72910,74460
3518,38,138,276130,283680,277130,282680
3519,38,138,281760,285650,282760,284650
3520,38,142,49040,56270,52140,52880
3521,38,142,49040,56270,52890,55270
3522,38,148,299700,309330,301260,306320
3523,38,148,313090,326460,315410,325280
3524,38,149,18620,23000,19620,20560
3525,38,149,25660,29980,26660,28980
3526,38,149,28880,33010,29880,31780
3527,38,151,16170,21100,17860,20100
3528,38,151,19490,22620,20490,21620
3529,38,151,35810,67780,37160,66780
3530,38,151,93210,101230,94400,100230
3531,38,151,93210,101230,95020,96550
3532,38,151,128290,137650,129290,136650
3533,38,152,331790,346020,334250,343240
3534,38,152,331790,346020,343250,345020
3535,38,152,344030,356250,345030,349520
3536,38,152,344030,356250,349530,355250
3537,38,152,354390,360550,355390,359250
3538,38,152,359160,365510,361450,364510
3539,38,157,97510,102500,98510,101500
3540,38,157,112500,142560,113500,123960
3541,38,157,112500,142560,123970,141560
3542,38,164,157670,166240,159750,162820
3543,38,164,157670,166240,162830,165240
3544,38,164,224120,232980,225120,228000
3545,38,164,224120,232980,228010,231980
3546,38,164,251540,254490,252540,253490
