Event,Driver,Trip,Starttime,Endtime,TailgatingStarttime,TailgatingEndtime
6318,70,14,115160,118640,116160,117640
6319,70,14,179640,187290,180640,186290
6320,70,16,316070,324320,317070,323320
6321,70,16,340010,350940,341080,349940
6322,70,16,393890,398650,394890,397650
6323,70,16,418350,422100,419570,421100
6324,70,24,17150,35070,20010,23700
6325,70,30,106620,113010,107640,112010
6326,70,30,106620,113010,110040,110980
6327,70,33,127060,132710,130560,131710
6328,70,33,222300,228410,223300,225560
6329,70,33,410270,419770,411270,418770
6330,70,33,458540,472540,460840,471540
6331,70,33,458540,472540,461300,469790
6332,70,33,480050,482880,481280,481880
6333,70,39,29070,33360,30070,32360
6334,70,43,55860,61850,56860,60660
6335,70,43,99320,104590,101270,102590
6336,70,43,99320,104590,102600,103590
6337,70,43,306290,319430,307290,315030
6338,70,43,306290,319430,315040,318430
6339,70,43,318240,371830,319240,370220
6340,70,43,318240,371830,327520,370830
6341,70,46,284490,290830,285490,289830
6342,70,49,43300,49780,44920,45760
6343,70,49,43300,49780,45770,48780
6344,70,49,47820,52980,48820,51980
6345,70,49,51030,58480,52030,57480
6346,70,50,66310,77450,68860,76450
6347,70,50,66310,77450,70080,71560
6348,70,51,207110,211610,209890,210610
6349,70,66,38450,47930,39450,42360
6350,70,66,38450,47930,42370,43350
6351,70,89,83360,99110,84360,86360
6352,70,89,83360,99110,86370,98110
6353,70,89,99570,106340,100570,105340
6354,70,89,243970,249250,246080,248250
6355,70,89,297210,308150,298210,307150
6356,70,89,315230,320070,316230,319060
6357,70,89,517110,533190,518110,530390
6358,70,89,517110,533190,530400,532190
6359,70,92,46810,58550,47810,57550
6360,70,92,160350,164930,161350,161970
6361,70,92,192560,200580,193560,199580
6362,70,94,299330,305040,302700,304040
6363,70,97,75980,82090,76980,81090
6364,70,102,63550,73830,67000,68860
6365,70,127,26260,32230,27260,31170
6366,70,127,30240,36800,31240,35800
6367,70,127,50660,55670,53420,54670
6368,70,135,100580,113960,102810,111740
6369,70,135,100580,113960,111750,112960
6370,70,135,199140,203390,200270,202390
6371,70,135,219050,228580,220050,224360
6372,70,135,219050,228580,224370,227580
6373,70,135,246940,260380,248410,259380
6374,70,135,278490,284000,279490,283000
6375,70,135,319800,323020,320860,322020
6376,70,135,369940,375240,371340,374240
6377,70,135,427400,433680,428400,432680
6378,70,135,444730,451530,445730,450530
6379,70,135,468460,476200,469920,475200
6380,70,135,502910,506740,504180,505740
6381,70,142,47920,56320,48920,55130
6382,70,142,47920,56320,52240,54690
6383,70,153,26650,31230,27650,30230
6384,70,155,39030,42150,40030,41150
6385,70,158,229170,232070,230170,231070
6386,70,158,230660,235590,231660,234590
6387,70,158,234050,241590,235050,240590
6388,70,196,17840,26430,18840,24510
6389,70,197,104560,133120,105560,132120
6390,70,197,104560,133120,106610,119440
6391,70,197,147390,156680,151830,155680
6392,70,197,160450,165760,161450,164310
6393,70,197,239730,250300,241790,249300
6394,70,197,345020,354400,348010,353400
6395,70,197,422910,428980,423910,427900
6396,70,197,510550,515880,511550,512890
6397,70,205,17710,23820,18710,22820
6398,70,210,149620,158430,152210,155310
6399,70,210,149620,158430,152280,154700
6400,70,210,149620,158430,155320,157430
6401,70,211,510840,513970,511840,512970
6402,70,211,552050,555510,553050,554510
6403,70,211,556050,559100,557050,558100
6404,70,211,570560,581460,571560,580460
6405,70,211,597040,607010,598040,606010
6406,70,211,605020,616000,606020,615000
6407,70,222,136320,140170,137320,138110
6408,70,222,673850,680330,676000,679330
6409,70,222,680510,705270,681510,703800
6410,70,222,754230,770620,755410,768760
6411,70,256,47710,71860,49610,66000
6412,70,256,47710,71860,58640,63390
6413,70,256,47710,71860,66010,70860
6414,70,256,95100,100330,97310,98100
6415,70,257,71260,76650,72260,75340
6416,70,257,157870,161140,158870,160140
6417,70,257,159150,164490,160150,163490
6418,70,258,237210,272460,238210,271460
6419,70,258,404700,410630,405700,409630
6420,70,258,416460,434550,417460,433550
6421,70,258,442890,447140,444220,446140
6422,70,258,499730,505240,500730,503940
6423,70,258,503250,506390,504250,505390
6424,70,274,148710,154010,149940,152280
6425,70,274,148710,154010,152290,153010
6426,70,274,316510,331740,318010,330120
6427,70,274,316510,331740,318390,326330
6428,70,274,369200,375520,370710,372390
6429,70,274,369200,375520,372400,374520
6430,70,274,419460,423630,420460,422040
6431,70,274,499650,517590,500650,516590
6432,70,274,499650,517590,502700,505610
6433,70,278,39220,42160,40220,41160
6434,70,278,64400,76610,65630,75610
6435,70,278,109950,118750,110950,117750
6436,70,278,119510,123590,120510,122070
6437,70,278,157050,163970,158050,162970
6438,70,278,222150,239830,223150,238830
6439,70,279,37560,42970,38560,41970
6440,70,279,157940,163800,159160,162530
6441,70,279,157940,163800,160650,161600
6442,70,279,161810,164850,162810,163850
6443,70,279,232110,241820,233110,240820
6444,70,279,265000,273740,266000,267090
6445,70,279,265000,273740,267100,272740
6446,70,279,278310,286820,279310,281440
6447,70,279,291870,297320,294710,296320
6448,70,279,295330,303800,296330,302800
6449,70,281,208700,227360,209700,225020
6450,70,281,208700,227360,215220,226360
6451,70,281,246320,262550,247840,261550
6452,70,281,262520,272510,264980,266360
6453,70,281,262520,272510,266370,271510
6454,70,282,160580,174870,161580,173870
6455,70,282,160580,174870,165260,166520
6456,70,282,199680,210960,200680,208770
6457,70,283,17360,23820,20940,22220
6458,70,283,202950,208460,205630,207460
6459,70,284,86630,96480,89050,95480
6460,70,284,94490,103420,95490,101690
6461,70,284,102410,106960,103430,105960
6462,70,284,104970,118700,105970,115700
6463,70,284,104970,118700,115710,117700
6464,70,284,144580,147990,145580,146270
6465,70,284,146000,159290,147000,157000
6466,70,284,187000,213500,188000,212500
6467,70,284,187000,213500,207950,211680
6468,70,284,211550,229870,212550,228870
6469,70,284,211550,229870,222680,226500
6470,70,284,241190,244470,242190,243470
6471,70,284,260820,265690,262320,264690
6472,70,284,263700,273870,264700,266790
6473,70,284,263700,273870,265380,272870
6474,70,287,215960,221490,216980,220490
6475,70,287,215960,221490,217820,219790
6476,70,287,336050,347900,337050,346900
6477,70,287,359790,395390,361920,394390
6478,70,287,359790,395390,370830,375460
6479,70,287,393400,412600,394400,409530
6480,70,287,393400,412600,409540,411600
6481,70,287,497320,504170,498320,503170
6482,70,287,518490,527390,519930,526370
6483,70,287,533640,539480,534640,538480
6484,70,287,537490,547730,538490,546730
6485,70,287,537490,547730,540070,544010
6486,70,287,545790,549090,546790,548090
6487,70,287,547160,549810,548160,548810
6488,70,287,589890,592760,590890,591760
6489,70,287,655330,660710,656330,659710
6490,70,287,712650,723170,713650,722170
6491,70,294,56190,62970,57190,59410
6492,70,294,56190,62970,59420,60540
6493,70,296,19440,47290,21410,40680
6494,70,296,19440,47290,24270,42000
6495,70,296,19440,47290,42010,46290
6496,70,296,45380,63660,46380,62660
6497,70,296,45380,63660,47600,60890
6498,70,296,63080,73220,66030,72220
6499,70,296,83540,87870,85280,86870
6500,70,297,271110,277210,272110,275280
6501,70,302,11420,16010,14050,15010
6502,70,302,82190,90750,83290,89750
6503,70,302,82190,90750,84220,88060
6504,70,302,119110,123230,120850,122060
6505,70,302,152070,157590,153070,156590
6506,70,302,217700,223980,220870,222980
6507,70,302,293160,299720,294900,298720
6508,70,302,305780,338150,307540,337150
6509,70,302,305780,338150,317690,334930
6510,70,302,542350,551140,543400,549640
6511,70,307,40630,47890,41670,46890
6512,70,307,88050,98870,89050,97870
6513,70,307,107090,110450,108560,109450
6514,70,307,116360,123030,117360,121540
6515,70,308,245720,259160,246720,258160
6516,70,308,278240,282310,279380,281310
6517,70,308,301220,312590,302220,306100
6518,70,312,89730,99800,90730,92980
6519,70,312,89730,99800,92990,93720
6520,70,314,33580,41310,34580,40310
6521,70,314,39320,43220,40320,42220
6522,70,319,74800,80070,78410,79070
6523,70,321,20070,28610,21070,27580
6524,70,321,35770,40550,36770,39550
6525,70,323,37210,44540,38210,43540
6526,70,323,97910,108730,98910,107040
6527,71,1,108590,116920,109610,115880
6528,71,1,115010,118970,116120,116730
6529,71,1,115010,118970,116740,117970
6530,71,1,170750,175400,171890,174400
6531,71,1,233770,241630,234770,240210
6532,71,5,31650,34980,33310,33980
6533,71,5,45340,53900,46810,52460
6534,71,5,51910,60420,52910,59420
6535,71,5,51910,60420,56980,58290
6536,71,5,62350,67100,63350,66100
6537,71,5,65110,71760,66110,70570
6538,71,5,78900,82910,79900,81330
6539,71,7,28720,33940,29720,32940
6540,71,7,49720,54230,51950,53230
6541,71,24,19520,37960,20520,36960
6542,71,110,54650,59270,56440,58270
6543,71,143,41830,45770,42830,44770
6544,71,143,43870,47840,44870,46840
6545,71,161,47110,55360,51300,54360
6546,71,192,22250,36720,23470,35720
6547,71,206,64000,69380,65370,68380
6548,71,207,21440,26890,22470,25860
6549,71,212,57260,67870,58260,66870
6550,71,212,76830,81070,77830,80070
6551,71,212,106610,112370,107610,110280
6552,71,212,110380,118170,111380,117170
6553,71,214,37640,42170,38640,41030
6554,71,214,43940,50450,47160,49450
6555,71,222,59080,65500,60080,63660
6556,71,223,52440,56910,54110,55910
6557,71,247,336010,350660,337010,348890
6558,71,247,482300,486540,483360,485300
6559,72,1,37610,46590,38610,45500
6560,72,1,37610,46590,41490,45250
6561,72,2,48780,59670,49780,54920
6562,72,2,48780,59670,54930,58670
6563,72,2,105440,111420,106440,110420
6564,72,2,109540,115580,110540,114580
6565,72,2,113820,127120,114820,125070
6566,72,2,113820,127120,125080,126120
6567,72,2,128190,135530,131290,134530
6568,72,2,150740,156430,152200,155430
6569,72,2,160030,164160,162350,163060
6570,72,2,166260,171830,168940,170830
6571,72,11,107310,115580,109940,114580
6572,72,15,116920,128310,118900,127310
6573,72,17,142790,148540,143790,147540
6574,72,17,159290,163790,162170,162790
6575,72,17,172320,175660,173610,174660
6576,72,19,149390,154180,152350,153180
6577,72,20,134230,140800,135370,139680
6578,72,20,153910,168480,154910,167480
6579,72,21,47370,52050,48570,51050
6580,72,22,46100,51220,47340,49800
6581,72,22,104740,108470,105740,107180
6582,72,22,171230,179060,173160,178060
6583,72,23,31890,40260,34490,39260
6584,72,23,41390,51640,42390,50640
6585,72,23,86220,91470,87420,89740
6586,72,23,86220,91470,89750,90470
6587,72,23,89480,95870,90480,94870
6588,72,23,99750,113190,100750,112190
6589,72,23,176340,181080,177670,179920
6590,72,24,159830,164230,161970,163230
6591,72,24,162360,165340,163360,164340
6592,72,26,83470,93190,85210,92190
6593,72,26,91200,94450,92200,93450
6594,72,32,162600,172670,165580,171670
6595,72,33,53820,60120,55390,59120
6596,72,33,58440,68640,59440,65240
6597,72,33,58440,68640,65250,67250
6598,72,33,116870,119840,117870,118840
6599,72,33,117850,125090,118850,124090
